monkey_id	lid_pid	reads	unique	perc_chg_meth	perc_chh_meth	sample_name	tissue	individual_sex	group	age	social_rank
03Z	LID_108630_PID_10413	31378992	18764116	0.7%	0.5%	RDID_11656	spleen	F	HH	12.78	L
03Z	LID_109606_PID_10471	23872027	14392253	0.7%	0.5%	RDID_11332	skeletal_muscle	F	HH	12.78	L
03Z	LID_108522_PID_10414	26837329	15958521	0.7%	0.6%	RDID_10784	liver	F	HH	12.78	L
03Z	LID_1066606_PID_10511	33199887	17717641	0.7%	0.5%	RDID_14442	ovaries	F	HH	12.78	L
03Z	LID_1067505_PID_10515	31825692	18363759	0.7%	0.5%	RDID_13355	kidney	F	HH	12.78	L
03Z	LID_1068088_PID_10532	15538928	9282675	0.7%	0.5%	RDID_15183	thymus	F	HH	12.78	L
03Z	LID_1068682_PID_10540	15260556	9521363	0.7%	0.5%	RDID_15671	thyroid	F	HH	12.78	L
03Z	LID_1067434_PID_10518	18162059	13696230	0.6%	0.5%	RDID_12542	lung	F	HH	12.78	L
03Z	LID_1067770_PID_10516	14878688	8724728	0.7%	0.5%	RDID_12801	heart	F	HH	12.78	L
03Z	LID_1067568_PID_10516	27168340	15243848	0.6%	0.4%	RDID_15020	adrenal	F	HH	12.78	L
0B9	LID_111877_PID_10497	28296791	15774985	0.5%	0.4%	RDID_13967	omental_at	F	HH	12.12	H
0B9	LID_1068778_PID_10541	29466151	16619247	0.6%	0.5%	RDID_15844	pituitary	F	HH	12.12	H
0B9	LID_108996_PID_10413	30003991	18879077	0.8%	0.6%	RDID_12470	lung	F	HH	12.12	H
0B9	LID_1068197_PID_10533	18488833	10774238	0.8%	0.6%	RDID_15345	thymus	F	HH	12.12	H
0B9	LID_1068433_PID_10532	17888746	9907868	0.7%	0.5%	RDID_15518	thyroid	F	HH	12.12	H
0B9	LID_103845_PID_10123	12281195	5035878	0.7%	0.5%	DID_1003574	whole_blood	F	HH	12.12	H
0B9	LID_1066497_PID_10508	48192120	29391598	0.6%	0.5%	RDID_14303	ovaries	F	HH	12.12	H
0B9	LID_1065976_PID_10507	24765562	16796679	0.5%	0.5%	RDID_12676	heart	F	HH	12.12	H
0B9	LID_108367_PID_10471	44717600	30844024	0.5%	0.5%	RDID_10721	liver	F	HH	12.12	H
0B9	LID_1066790_PID_10515	17485841	11625648	1.0%	0.8%	RDID_13064	kidney	F	HH	12.12	H
0B9	LID_109475_PID_10415	48384405	33021657	0.7%	0.6%	RDID_11886	skeletal_muscle	F	HH	12.12	H
0B9	LID_1067645_PID_10520	27235355	12909907	0.6%	0.4%	RDID_14602	adrenal	F	HH	12.12	H
0B9	LID_108620_PID_10413	17596924	11423863	0.8%	0.6%	RDID_11569	spleen	F	HH	12.12	H
0G3	LID_108456_PID_10416	27510147	18230087	0.6%	0.5%	RDID_10972	liver	F	HH	9.1	H
0G3	LID_108979_PID_10471	19640829	11944663	0.7%	0.5%	RDID_12449	lung	F	HH	9.1	H
0G3	LID_1067626_PID_10520	26965217	13562048	0.8%	0.6%	RDID_14583	adrenal	F	HH	9.1	H
0G3	LID_1066769_PID_10515	14204048	9944208	1.1%	0.9%	RDID_13043	kidney	F	HH	9.1	H
0G3	LID_1066311_PID_10508	34003267	20722377	0.6%	0.5%	RDID_12629	heart	F	HH	9.1	H
0G3	LID_103864_PID_10123	8166032	3900391	0.7%	0.5%	DID_1003593	whole_blood	F	HH	9.1	H
0G3	LID_111856_PID_10497	45502190	27596469	0.5%	0.4%	RDID_13946	omental_at	F	HH	9.1	H
0G3	LID_108654_PID_10413	26332730	16675309	0.7%	0.5%	RDID_11917	spleen	F	HH	9.1	H
0G3	LID_109504_PID_10416	21582986	15414412	0.7%	0.6%	RDID_11913	skeletal_muscle	F	HH	9.1	H
0J1	LID_1067476_PID_10515	68919557	39739727	0.5%	0.5%	RDID_14454	testis	M	KK	10.2	L
0J1	LID_1068122_PID_10532	18751778	11878641	0.7%	0.5%	RDID_15217	thymus	M	KK	10.2	L
0J1	LID_1068191_PID_10533	15177791	8588818	0.8%	0.6%	RDID_14173	omental_at	M	KK	10.2	L
0J1	LID_1067471_PID_10518	23763425	17563016	0.7%	0.6%	RDID_12557	lung	M	KK	10.2	L
0J1	LID_1067520_PID_10515	36989887	20606897	0.6%	0.5%	RDID_13418	kidney	M	KK	10.2	L
0J1	LID_1067800_PID_10518	18518161	11716309	0.7%	0.5%	RDID_12855	heart	M	KK	10.2	L
0J1	LID_1067844_PID_10524	15939718	8069499	0.7%	0.5%	RDID_15035	adrenal	M	KK	10.2	L
0J1	LID_1068713_PID_10540	17076187	11029823	0.7%	0.6%	RDID_15702	thyroid	M	KK	10.2	L
0J1	LID_108870_PID_10491	16866134	10481044	0.5%	0.4%	RDID_12148	liver	M	KK	10.2	L
0J1	LID_108864_PID_10429	10254787	6652307	0.6%	0.3%	RDID_12220	spleen	M	KK	10.2	L
0J1	LID_109608_PID_10471	21786971	12727655	0.7%	0.6%	RDID_11347	skeletal_muscle	M	KK	10.2	L
0K1	LID_108474_PID_10415	13064213	7346390	0.6%	0.4%	RDID_11357	spleen	M	HH	7.02	L
0K1	LID_1066730_PID_10511	13417890	9037062	1.0%	0.9%	RDID_12973	kidney	M	HH	7.02	L
0K1	LID_1066273_PID_10507	25539108	15820768	0.6%	0.5%	RDID_12584	heart	M	HH	7.02	L
0K1	LID_109405_PID_10414	21395475	14632114	0.7%	0.6%	RDID_12410	lung	M	HH	7.02	L
0K1	LID_1067587_PID_10520	23769542	11744758	0.6%	0.5%	RDID_14544	adrenal	M	HH	7.02	L
0K1	LID_111817_PID_10496	9181657	6016986	0.5%	0.5%	RDID_13907	omental_at	M	HH	7.02	L
0K1	LID_105672_PID_10123	11228066	5232079	0.7%	0.5%	DID_1003676	whole_blood	M	HH	7.02	L
0K1	LID_1068726_PID_10541	25496976	13772163	0.7%	0.5%	RDID_15792	pituitary	M	HH	7.02	L
0K1	LID_1068475_PID_10533	13500869	8763639	0.6%	0.4%	RDID_15560	thyroid	M	HH	7.02	L
0L5	LID_103983_PID_10123	9905745	4472008	0.7%	0.5%	DID_1003720	whole_blood	M	KK	8.07	M
0L5	LID_1066953_PID_10516	13845138	8487282	0.7%	0.5%	RDID_14375	testis	M	KK	8.07	M
0L5	LID_1066016_PID_10507	16532634	10385324	0.8%	0.6%	RDID_12728	heart	M	KK	8.07	M
0L5	LID_1067716_PID_10524	21583333	11450814	0.6%	0.4%	RDID_14906	adrenal	M	KK	8.07	M
0L5	LID_1068492_PID_10533	27157138	17229639	0.5%	0.4%	RDID_15577	thyroid	M	KK	8.07	M
0L5	LID_109364_PID_10413	32881461	21409121	0.8%	0.6%	RDID_12140	liver	M	KK	8.07	M
0L5	LID_1069529_PID_10541	17438036	9540209	0.7%	0.4%	RDID_15909	pituitary	M	KK	8.07	M
0L5	LID_110686_PID_10491	26390837	17254316	0.6%	0.5%	RDID_11635	skeletal_muscle	M	KK	8.07	M
0L5	LID_108702_PID_10416	12505658	8349530	0.4%	0.3%	RDID_12002	spleen	M	KK	8.07	M
0L5	LID_1066862_PID_10514	28543874	18010618	0.7%	0.5%	RDID_13152	kidney	M	KK	8.07	M
0L5	LID_1068275_PID_10539	25377310	14670216	0.7%	0.4%	RDID_15282	thymus	M	KK	8.07	M
0L5	LID_1067402_PID_10518	42678998	24522435	0.6%	0.5%	RDID_12510	lung	M	KK	8.07	M
0Q5	LID_105648_PID_10123	12159188	5779133	0.7%	0.5%	DID_1003632	whole_blood	F	KK	5.96	L
0Q5	LID_1065910_PID_10503	13730319	7748549	0.5%	0.4%	RDID_14120	omental_at	F	KK	5.96	L
0Q5	LID_1066522_PID_10510	23420036	13465884	0.5%	0.4%	RDID_14461	ovaries	F	KK	5.96	L
0Q5	LID_1066891_PID_10514	29862021	18687441	0.9%	0.6%	RDID_13230	kidney	F	KK	5.96	L
0Q5	LID_1067745_PID_10524	15581739	7423891	0.7%	0.5%	RDID_14951	adrenal	F	KK	5.96	L
0Q5	LID_1067438_PID_10518	28536228	16354942	0.7%	0.5%	RDID_12927	lung	F	KK	5.96	L
0Q5	LID_1068098_PID_10532	17058847	10443275	0.7%	0.6%	RDID_15193	thymus	F	KK	5.96	L
0Q5	LID_1067790_PID_10518	27881362	18535801	0.5%	0.4%	RDID_12845	heart	F	KK	5.96	L
0Q5	LID_1068654_PID_10540	16390992	10308955	0.7%	0.5%	RDID_15643	thyroid	F	KK	5.96	L
0Q5	LID_108731_PID_10415	18596059	10898861	0.4%	0.2%	RDID_12071	spleen	F	KK	5.96	L
0Q5	LID_109061_PID_10416	14785693	9420442	0.9%	0.7%	RDID_12263	liver	F	KK	5.96	L
0R2	LID_1067477_PID_10515	40231669	22551820	0.5%	0.5%	RDID_14455	testis	M	KK	6.29	M
0R2	LID_1067472_PID_10518	23119232	14653898	0.6%	0.4%	RDID_12558	lung	M	KK	6.29	M
0R2	LID_1068714_PID_10540	17574751	12229350	0.6%	0.5%	RDID_15703	thyroid	M	KK	6.29	M
0R2	LID_1067521_PID_10515	31746750	18408757	0.7%	0.5%	RDID_13707	kidney	M	KK	6.29	M
0R2	LID_108871_PID_10415	38227253	22009937	0.5%	0.4%	RDID_12149	liver	M	KK	6.29	M
0R2	LID_1068102_PID_10532	15856913	8912303	0.7%	0.4%	RDID_15197	thymus	M	KK	6.29	M
0R2	LID_1068192_PID_10533	15897016	8895832	0.8%	0.6%	RDID_14174	omental_at	M	KK	6.29	M
0R2	LID_1067786_PID_10516	31113067	21029822	0.6%	0.5%	RDID_12825	heart	M	KK	6.29	M
0R2	LID_1067845_PID_10520	24685405	13323521	0.6%	0.5%	RDID_15036	adrenal	M	KK	6.29	M
0R2	LID_108865_PID_10471	11048875	6517930	0.5%	0.3%	RDID_12221	spleen	M	KK	6.29	M
0R2	LID_109605_PID_10429	14724199	8719618	0.7%	0.6%	RDID_11348	skeletal_muscle	M	KK	6.29	M
0T8	LID_103957_PID_10123	16229386	7598038	0.6%	0.5%	DID_1003693	whole_blood	F	KK	4.24	L
0T8	LID_1065876_PID_10503	44404674	26981424	0.5%	0.3%	RDID_14086	omental_at	F	KK	4.24	L
0T8	LID_1067711_PID_10524	15497693	8258458	0.6%	0.4%	RDID_14901	adrenal	F	KK	4.24	L
0T8	LID_1066948_PID_10516	28875267	17586885	0.6%	0.5%	RDID_14370	ovaries	F	KK	4.24	L
0T8	LID_1068287_PID_10539	33754344	19344385	0.7%	0.5%	RDID_15294	thymus	F	KK	4.24	L
0T8	LID_1066857_PID_10514	101190150	61702901	0.8%	0.6%	RDID_13147	kidney	F	KK	4.24	L
0T8	LID_1068504_PID_10539	26089083	18306579	0.5%	0.4%	RDID_15589	thyroid	F	KK	4.24	L
0T8	LID_1067791_PID_10518	16276417	10295440	0.8%	0.5%	RDID_12846	heart	F	KK	4.24	L
0T8	LID_108697_PID_10471	18278448	11704070	0.4%	0.3%	RDID_11997	spleen	F	KK	4.24	L
0T8	LID_1069516_PID_10540	24334179	13002508	0.7%	0.5%	RDID_15896	pituitary	F	KK	4.24	L
0T8	LID_109533_PID_10416	30424617	18140104	0.7%	0.6%	RDID_11269	skeletal_muscle	F	KK	4.24	L
0T8	LID_109563_PID_10429	14156930	8746104	0.7%	0.5%	RDID_12195	liver	F	KK	4.24	L
0V5	LID_103823_PID_10123	9009663	4502066	0.6%	0.4%	DID_1003521	whole_blood	F	HH	1.22	H
0V5	LID_1066267_PID_10507	22570110	14313711	0.7%	0.5%	RDID_12571	heart	F	HH	1.22	H
0V5	LID_1068721_PID_10541	16832510	9244559	0.8%	0.7%	RDID_15787	pituitary	F	HH	1.22	H
0V5	LID_1068124_PID_10532	14926614	8571293	0.8%	0.5%	RDID_15219	thymus	F	HH	1.22	H
0V5	LID_1066724_PID_10511	11669275	7202570	1.4%	1.2%	RDID_12967	kidney	F	HH	1.22	H
0V5	LID_1067581_PID_10520	21593913	9997150	0.6%	0.6%	RDID_14538	adrenal	F	HH	1.22	H
0V5	LID_108432_PID_10414	14428675	9076361	0.6%	0.5%	RDID_10242	liver	F	HH	1.22	H
0V5	LID_108754_PID_10416	25750077	17435495	0.6%	0.4%	RDID_11258	spleen	F	HH	1.22	H
0V5	LID_109399_PID_10414	35616769	22780655	0.7%	0.6%	RDID_12404	lung	F	HH	1.22	H
0V5	LID_109566_PID_10429	22577877	13243846	0.6%	0.5%	RDID_12040	skeletal_muscle	F	HH	1.22	H
16S	LID_1065985_PID_10503	21349643	13981194	0.7%	0.6%	RDID_12685	heart	F	HH	15.12	M
16S	LID_1068665_PID_10540	18759463	10598025	0.7%	0.5%	RDID_15654	thyroid	F	HH	15.12	M
16S	LID_1068327_PID_10539	19514624	11308153	0.7%	0.5%	RDID_15334	thymus	F	HH	15.12	M
16S	LID_1068775_PID_10541	17663279	9464962	0.7%	0.5%	RDID_15841	pituitary	F	HH	15.12	M
16S	LID_106893_PID_10413	25389689	14796661	0.7%	0.4%	RDID_11928	spleen	F	HH	15.12	M
16S	LID_110701_PID_10495	44239429	29217452	0.7%	0.7%	RDID_11784	skeletal_muscle	F	HH	15.12	M
16S	LID_1066506_PID_10508	44544018	28212063	0.7%	0.5%	RDID_14312	ovaries	F	HH	15.12	M
16S	LID_103847_PID_10123	11077150	4449850	0.6%	0.4%	DID_1003576	whole_blood	F	HH	15.12	M
16S	LID_108745_PID_10416	35477657	22267490	0.6%	0.4%	RDID_10778	liver	F	HH	15.12	M
16S	LID_109067_PID_10429	25242103	15786372	0.8%	0.6%	RDID_12479	lung	F	HH	15.12	M
16S	LID_1067653_PID_10520	17401263	8350496	0.7%	0.5%	RDID_14611	adrenal	F	HH	15.12	M
16S	LID_111886_PID_10497	23626165	14738847	0.5%	0.4%	RDID_13976	omental_at	F	HH	15.12	M
1B7	LID_108536_PID_10525	36879813	19267665	0.6%	0.5%	RDID_10789	liver	M	HH	11.02	H
1B7	LID_1066609_PID_10511	22613074	11926039	0.6%	0.5%	RDID_14445	testis	M	HH	11.02	H
1B7	LID_1068181_PID_10533	14519638	7892778	0.9%	0.6%	RDID_14163	omental_at	M	HH	11.02	H
1B7	LID_1067775_PID_10516	16136649	9966661	0.7%	0.5%	RDID_12806	heart	M	HH	11.02	H
1B7	LID_1067834_PID_10520	26449061	13037941	0.7%	0.5%	RDID_15025	adrenal	M	HH	11.02	H
1B7	LID_106887_PID_10413	20029007	11580402	0.6%	0.4%	RDID_11930	spleen	M	HH	11.02	H
1B7	LID_1067510_PID_10515	9842825	5614770	0.6%	0.4%	RDID_13360	kidney	M	HH	11.02	H
1B7	LID_1068114_PID_10532	17848460	10764177	0.8%	0.5%	RDID_15209	thymus	M	HH	11.02	H
1C5	LID_1067706_PID_10524	15597594	8677348	0.6%	0.4%	RDID_14896	adrenal	F	KK	13.03	L
1C5	LID_1067792_PID_10518	15256493	9941885	0.7%	0.5%	RDID_12847	heart	F	KK	13.03	L
1C5	LID_1065871_PID_10503	15305697	9602028	0.4%	0.3%	RDID_14081	omental_at	F	KK	13.03	L
1C5	LID_1069503_PID_10540	14602050	8106284	0.7%	0.5%	RDID_15883	pituitary	F	KK	13.03	L
1C5	LID_108884_PID_10491	37144706	22565344	0.5%	0.4%	RDID_12162	liver	F	KK	13.03	L
1C5	LID_1068282_PID_10539	19186955	10837212	0.7%	0.5%	RDID_15289	thymus	F	KK	13.03	L
1C5	LID_109524_PID_10491	12314285	7600497	0.7%	0.6%	RDID_11260	skeletal_muscle	F	KK	13.03	L
1C5	LID_1066852_PID_10514	16920149	10913270	0.8%	0.6%	RDID_13142	kidney	F	KK	13.03	L
1C5	LID_108692_PID_10413	15989394	11029228	0.4%	0.3%	RDID_11992	spleen	F	KK	13.03	L
1C7	LID_108852_PID_10491	12050213	7055655	0.5%	0.3%	RDID_12096	spleen	F	KK	12.96	L
1C7	LID_109372_PID_10413	21477095	13974788	0.7%	0.6%	RDID_12196	liver	F	KK	12.96	L
1C7	LID_108906_PID_10491	37356360	21610197	0.5%	0.3%	RDID_12349	lung	F	KK	12.96	L
1C7	LID_1066593_PID_10511	29252144	16738198	0.6%	0.5%	RDID_14429	ovaries	F	KK	12.96	L
1C7	LID_1067555_PID_10516	26687931	14640464	0.7%	0.5%	RDID_15007	adrenal	F	KK	12.96	L
1C7	LID_1067793_PID_10518	24770091	18358660	0.5%	0.4%	RDID_12848	heart	F	KK	12.96	L
1C7	LID_1067493_PID_10515	40133693	22323835	0.6%	0.5%	RDID_13343	kidney	F	KK	12.96	L
1C7	LID_1068117_PID_10532	15658825	9665880	0.7%	0.5%	RDID_15212	thymus	F	KK	12.96	L
1C7	LID_109530_PID_10416	29590546	18264561	0.8%	0.6%	RDID_11266	skeletal_muscle	F	KK	12.96	L
1E2	LID_1068112_PID_10532	15114857	8819471	0.8%	0.5%	RDID_15207	thymus	F	KK	12.11	H
1E2	LID_1065890_PID_10503	28696141	20622308	0.4%	0.4%	RDID_14100	omental_at	F	KK	12.11	H
1E2	LID_1069526_PID_10541	20294249	10813128	0.7%	0.5%	RDID_15906	pituitary	F	KK	12.11	H
1E2	LID_1066526_PID_10510	41105158	22227191	0.6%	0.5%	RDID_14465	ovaries	F	KK	12.11	H
1E2	LID_1066871_PID_10514	12846825	9903005	0.6%	0.5%	RDID_13161	kidney	F	KK	12.11	H
1E2	LID_105506_PID_10123	8610301	4606892	0.8%	0.6%	DID_1003718	whole_blood	F	KK	12.11	H
1E2	LID_1067814_PID_10518	28033214	17131409	0.8%	0.5%	RDID_12885	heart	F	KK	12.11	H
1E2	LID_1068489_PID_10533	17656484	9424740	0.7%	0.5%	RDID_15574	thyroid	F	KK	12.11	H
1E2	LID_108803_PID_10413	37282862	24001307	0.6%	0.3%	RDID_12011	spleen	F	KK	12.11	H
1E2	LID_108913_PID_10429	21679180	14586645	0.6%	0.4%	RDID_12356	lung	F	KK	12.11	H
1E2	LID_1067725_PID_10524	23297015	11935126	0.6%	0.5%	RDID_14915	adrenal	F	KK	12.11	H
1E2	LID_108819_PID_10429	17035138	10910158	0.5%	0.4%	RDID_12102	liver	F	KK	12.11	H
1E2	LID_110682_PID_10491	18121025	11831376	0.7%	0.6%	RDID_11631	skeletal_muscle	F	KK	12.11	H
1G8	LID_108255_PID_10491	13579830	7950854	0.5%	0.4%	RDID_10103	liver	M	HH	7.88	L
1G8	LID_1067571_PID_10520	27079314	14637717	0.7%	0.5%	RDID_14528	adrenal	M	HH	7.88	L
1G8	LID_108644_PID_10416	13318699	9196400	0.7%	0.5%	RDID_11718	spleen	M	HH	7.88	L
1G8	LID_1068738_PID_10541	24635674	15995485	0.6%	0.5%	RDID_15804	pituitary	M	HH	7.88	L
1G8	LID_110659_PID_10491	14565629	10642868	0.6%	0.6%	RDID_12321	skeletal_muscle	M	HH	7.88	L
1G8	LID_1068210_PID_10533	11430394	6338112	0.8%	0.5%	RDID_15358	thymus	M	HH	7.88	L
1G8	LID_1065952_PID_10503	22359361	14441077	0.6%	0.5%	RDID_12647	heart	M	HH	7.88	L
1G8	LID_103932_PID_10123	7377357	3596711	0.6%	0.4%	DID_1003667	whole_blood	M	HH	7.88	L
1G8	LID_1066713_PID_10511	15218364	10044362	0.8%	0.8%	RDID_12956	kidney	M	HH	7.88	L
1J8	LID_1068280_PID_10539	24967583	13675983	0.7%	0.4%	RDID_15287	thymus	M	KK	9.09	L
1J8	LID_108706_PID_10471	30132839	19528338	0.5%	0.3%	RDID_12006	spleen	M	KK	9.09	L
1J8	LID_1066866_PID_10514	30532131	19339383	0.8%	0.6%	RDID_13156	kidney	M	KK	9.09	L
1J8	LID_108816_PID_10496	27847192	16015399	0.5%	0.4%	RDID_12099	liver	M	KK	9.09	L
1J8	LID_110685_PID_10491	31185742	19146583	0.7%	0.6%	RDID_11634	skeletal_muscle	M	KK	9.09	L
1J8	LID_103990_PID_10123	7732110	3649910	0.7%	0.5%	DID_1003727	whole_blood	M	KK	9.09	L
1J8	LID_1067720_PID_10524	16598205	8691939	0.8%	0.6%	RDID_14910	adrenal	M	KK	9.09	L
1J8	LID_1065885_PID_10503	21564344	16583826	0.4%	0.3%	RDID_14095	omental_at	M	KK	9.09	L
1J8	LID_1066957_PID_10516	36022781	19734797	0.5%	0.4%	RDID_14379	testis	M	KK	9.09	L
1J8	LID_1066017_PID_10507	49031167	30262775	0.8%	0.6%	RDID_12729	heart	M	KK	9.09	L
1J8	LID_1069540_PID_10541	21307262	11428061	0.7%	0.5%	RDID_15920	pituitary	M	KK	9.09	L
1J8	LID_1067403_PID_10518	24493476	15860497	0.6%	0.5%	RDID_12511	lung	M	KK	9.09	L
1L1	LID_1067794_PID_10518	22142605	13479464	0.6%	0.5%	RDID_12849	heart	F	KK	8.17	L
1L1	LID_108914_PID_10471	22971432	14068565	0.5%	0.4%	RDID_12357	lung	F	KK	8.17	L
1L1	LID_1066873_PID_10514	13241660	8201515	1.2%	1.0%	RDID_13163	kidney	F	KK	8.17	L
1L1	LID_108805_PID_10415	17643664	10847511	0.6%	0.4%	RDID_12053	spleen	F	KK	8.17	L
1L1	LID_1067727_PID_10524	11444018	6183528	0.7%	0.5%	RDID_14917	adrenal	F	KK	8.17	L
1L1	LID_1065892_PID_10503	20727349	14451456	0.4%	0.3%	RDID_14102	omental_at	F	KK	8.17	L
1L1	LID_1066964_PID_10516	37438541	22681367	0.5%	0.4%	RDID_14386	ovaries	F	KK	8.17	L
1L1	LID_1068221_PID_10533	11995549	7380475	0.8%	0.6%	RDID_15369	thymus	F	KK	8.17	L
1L1	LID_103988_PID_10123	8713159	4166588	0.7%	0.5%	DID_1003725	whole_blood	F	KK	8.17	L
1L1	LID_110650_PID_10471	41023225	27481389	0.5%	0.5%	RDID_12312	skeletal_muscle	F	KK	8.17	L
1L1	LID_109379_PID_10413	24411113	15927356	0.7%	0.6%	RDID_12203	liver	F	KK	8.17	L
1M8	LID_1066002_PID_10503	43567296	25041594	0.7%	0.5%	RDID_12714	heart	M	KK	7.17	M
1M8	LID_108780_PID_10416	12083606	7841719	0.6%	0.3%	RDID_11960	spleen	M	KK	7.17	M
1M8	LID_1065851_PID_10497	26132687	14393475	0.5%	0.4%	RDID_14021	omental_at	M	KK	7.17	M
1M8	LID_109585_PID_10495	17652066	12857884	0.5%	0.4%	RDID_12496	lung	M	KK	7.17	M
1M8	LID_1066839_PID_10514	32901447	22034555	0.6%	0.5%	RDID_13129	kidney	M	KK	7.17	M
1M8	LID_1068514_PID_10539	25618668	16713431	0.7%	0.5%	RDID_15599	thyroid	M	KK	7.17	M
1M8	LID_109351_PID_10413	34190986	21433849	0.8%	0.6%	RDID_12127	liver	M	KK	7.17	M
1M8	LID_1068314_PID_10539	20724974	12288820	0.7%	0.5%	RDID_15321	thymus	M	KK	7.17	M
1M8	LID_1067686_PID_10524	9919519	5905356	0.8%	0.6%	RDID_14828	adrenal	M	KK	7.17	M
1M8	LID_109454_PID_10415	24878281	16138128	0.7%	0.6%	RDID_11801	skeletal_muscle	M	KK	7.17	M
1M8	LID_1068804_PID_10541	17648862	11041725	0.6%	0.5%	RDID_15870	pituitary	M	KK	7.17	M
1O9	LID_103971_PID_10123	11389820	5209759	0.6%	0.5%	DID_1003707	whole_blood	F	KK	6.15	M
1O9	LID_1065883_PID_10503	27980994	17192838	0.5%	0.3%	RDID_14093	omental_at	F	KK	6.15	M
1O9	LID_1066528_PID_10510	37374896	21133397	0.6%	0.5%	RDID_14467	ovaries	F	KK	6.15	M
1O9	LID_1066864_PID_10514	22068855	14222317	0.9%	0.7%	RDID_13154	kidney	F	KK	6.15	M
1O9	LID_1068494_PID_10533	19740771	11509903	0.7%	0.5%	RDID_15579	thyroid	F	KK	6.15	M
1O9	LID_1067815_PID_10520	21130292	12612976	0.7%	0.5%	RDID_12886	heart	F	KK	6.15	M
1O9	LID_1067718_PID_10524	15505818	8213092	0.6%	0.5%	RDID_14908	adrenal	F	KK	6.15	M
1O9	LID_109380_PID_10413	32388844	20761802	0.8%	0.6%	RDID_12204	liver	F	KK	6.15	M
1O9	LID_1068278_PID_10539	25868759	17453063	0.6%	0.6%	RDID_15285	thymus	F	KK	6.15	M
1O9	LID_108704_PID_10491	19882043	12650058	0.5%	0.3%	RDID_12004	spleen	F	KK	6.15	M
1O9	LID_108915_PID_10471	22767993	14781024	0.4%	0.3%	RDID_12358	lung	F	KK	6.15	M
1O9	LID_110651_PID_10471	23480015	14617592	0.6%	0.6%	RDID_12313	skeletal_muscle	F	KK	6.15	M
1P4	LID_103930_PID_10123	10906788	4901666	0.7%	0.5%	DID_1003665	whole_blood	F	KK	6.35	H
1P4	LID_1066993_PID_10510	24706536	14774174	0.6%	0.5%	RDID_14415	ovaries	F	KK	6.35	H
1P4	LID_1066243_PID_10507	22636831	13810030	0.8%	0.5%	RDID_12379	heart	F	KK	6.35	H
1P4	LID_1067439_PID_10518	23484494	14580383	0.6%	0.5%	RDID_12928	lung	F	KK	6.35	H
1P4	LID_1067756_PID_10524	22048524	11559528	0.6%	0.5%	RDID_14978	adrenal	F	KK	6.35	H
1P4	LID_1068084_PID_10532	29330346	15203827	0.6%	0.5%	RDID_15179	thymus	F	KK	6.35	H
1P4	LID_1068697_PID_10540	24572915	13852964	0.7%	0.5%	RDID_15686	thyroid	F	KK	6.35	H
1P4	LID_109634_PID_10471	12942125	7618546	0.7%	0.6%	RDID_11540	skeletal_muscle	F	KK	6.35	H
1P5	LID_103989_PID_10123	9558321	4596747	0.7%	0.5%	DID_1003726	whole_blood	M	KK	6.22	L
1P5	LID_1065862_PID_10497	20392212	12342725	0.6%	0.4%	RDID_14072	omental_at	M	KK	6.22	L
1P5	LID_1066843_PID_10514	30316384	19551502	0.8%	0.6%	RDID_13133	kidney	M	KK	6.22	L
1P5	LID_1066009_PID_10507	35537976	22677477	0.6%	0.5%	RDID_12721	heart	M	KK	6.22	L
1P5	LID_1067395_PID_10518	21919303	15135738	0.6%	0.5%	RDID_12503	lung	M	KK	6.22	L
1P5	LID_1066934_PID_10516	27012468	14848510	0.5%	0.4%	RDID_14356	testis	M	KK	6.22	L
1P5	LID_1067697_PID_10524	19262696	10160281	0.7%	0.5%	RDID_14887	adrenal	M	KK	6.22	L
1P5	LID_1068515_PID_10539	27336425	18499509	0.7%	0.6%	RDID_15600	thyroid	M	KK	6.22	L
1P5	LID_108791_PID_10414	25517889	15789871	0.6%	0.4%	RDID_11971	spleen	M	KK	6.22	L
1P5	LID_1068283_PID_10539	24100006	13684109	0.7%	0.4%	RDID_15290	thymus	M	KK	6.22	L
1P5	LID_109358_PID_10413	24111633	15193595	0.8%	0.6%	RDID_12134	liver	M	KK	6.22	L
1P5	LID_1069505_PID_10540	49678226	25431787	0.6%	0.4%	RDID_15885	pituitary	M	KK	6.22	L
1P5	LID_110693_PID_10497	60701287	37152803	0.8%	0.8%	RDID_11642	skeletal_muscle	M	KK	6.22	L
1Q8	LID_108562_PID_10413	38638125	24123212	0.8%	0.5%	RDID_11560	spleen	M	HH	4.32	H
1Q8	LID_1068761_PID_10541	15442639	7663341	0.8%	0.6%	RDID_15827	pituitary	M	HH	4.32	H
1Q8	LID_1068438_PID_10532	13004650	7019604	0.8%	0.6%	RDID_15523	thyroid	M	HH	4.32	H
1Q8	LID_1068110_PID_10532	19234312	11453389	0.7%	0.5%	RDID_15205	thymus	M	HH	4.32	H
1Q8	LID_109064_PID_10491	48501288	30340501	0.7%	0.5%	RDID_12461	lung	M	HH	4.32	H
1Q8	LID_1066781_PID_10515	12582943	8350608	1.0%	0.8%	RDID_13055	kidney	M	HH	4.32	H
1Q8	LID_108253_PID_10413	17838655	11391939	1.2%	1.0%	RDID_10072	liver	M	HH	4.32	H
1Q8	LID_1067637_PID_10520	17007079	8585462	0.6%	0.5%	RDID_14594	adrenal	M	HH	4.32	H
