monkey_id	lid_pid	reads	unique	perc_chg_meth	perc_chh_meth	sample_name	tissue	individual_sex	group	age	social_rank
3M3	LID_1065900_PID_10503	29807865	18402592	0.5%	0.4%	RDID_14110	omental_at	M	KK	7.21	M
3M3	LID_108813_PID_10416	18722719	10944396	0.5%	0.3%	RDID_12061	spleen	M	KK	7.21	M
3M3	LID_1068103_PID_10532	15470607	9020606	0.8%	0.5%	RDID_15198	thymus	M	KK	7.21	M
3M3	LID_1068653_PID_10540	26371426	15521453	0.6%	0.4%	RDID_15642	thyroid	M	KK	7.21	M
3M3	LID_1069534_PID_10541	20557954	10497028	0.7%	0.5%	RDID_15914	pituitary	M	KK	7.21	M
3M3	LID_1067735_PID_10524	18771492	9561453	0.7%	0.5%	RDID_14941	adrenal	M	KK	7.21	M
3N4	LID_1068139_PID_10532	25467177	13179920	0.6%	0.4%	RDID_15234	thymus	F	HH	5.04	L
3N4	LID_1068479_PID_10533	22556636	13143114	0.6%	0.5%	RDID_15564	thyroid	F	HH	5.04	L
3N4	LID_111810_PID_10503	13767955	9795605	0.5%	0.4%	RDID_13900	omental_at	F	HH	5.04	L
3N4	LID_105480_PID_10123	8813978	4700715	0.9%	0.7%	DID_1003578	whole_blood	F	HH	5.04	L
3N4	LID_1068730_PID_10541	12565588	6568278	0.7%	0.5%	RDID_15796	pituitary	F	HH	5.04	L
3N4	LID_109398_PID_10414	26661774	19567194	0.7%	0.7%	RDID_12403	lung	F	HH	5.04	L
3N4	LID_1067580_PID_10520	17904001	8470040	0.6%	0.5%	RDID_14537	adrenal	F	HH	5.04	L
3N4	LID_1066723_PID_10511	12490330	7292324	1.2%	1.0%	RDID_12966	kidney	F	HH	5.04	L
3N4	LID_108652_PID_10413	26820136	17367551	0.7%	0.5%	RDID_11726	spleen	F	HH	5.04	L
3N4	LID_108532_PID_10413	61323514	38939978	0.8%	0.6%	RDID_10904	liver	F	HH	5.04	L
3N4	LID_1066266_PID_10507	30240436	20027808	0.6%	0.5%	RDID_12570	heart	F	HH	5.04	L
3N4	LID_109580_PID_10495	24921475	14966921	0.5%	0.5%	RDID_12172	skeletal_muscle	F	HH	5.04	L
3O3	LID_103963_PID_10123	11234188	5122382	0.6%	0.4%	DID_1003699	whole_blood	M	KK	6.2	L
3O3	LID_1065889_PID_10503	21332017	14510177	0.5%	0.4%	RDID_14099	omental_at	M	KK	6.2	L
3O3	LID_1066019_PID_10507	22269295	14044140	0.6%	0.4%	RDID_12731	heart	M	KK	6.2	L
3O3	LID_1067405_PID_10518	26341566	16112566	0.7%	0.5%	RDID_12513	lung	M	KK	6.2	L
3O3	LID_1066870_PID_10514	26203020	16831135	0.8%	0.5%	RDID_13160	kidney	M	KK	6.2	L
3O3	LID_1066961_PID_10516	33297241	18465028	0.5%	0.4%	RDID_14383	testis	M	KK	6.2	L
3O3	LID_1068279_PID_10539	21099566	11970024	0.7%	0.5%	RDID_15286	thymus	M	KK	6.2	L
3O3	LID_1069535_PID_10541	19242435	10575988	0.7%	0.5%	RDID_15915	pituitary	M	KK	6.2	L
3O3	LID_1067724_PID_10524	16884015	9226299	0.6%	0.4%	RDID_14914	adrenal	M	KK	6.2	L
3O3	LID_1068495_PID_10533	12905700	8706349	0.6%	0.5%	RDID_15580	thyroid	M	KK	6.2	L
3O3	LID_108818_PID_10429	13297047	8527562	0.6%	0.4%	RDID_12101	liver	M	KK	6.2	L
3O3	LID_108802_PID_10416	20294942	13204959	0.6%	0.4%	RDID_12010	spleen	M	KK	6.2	L
3O3	LID_110683_PID_10491	14559341	9678409	0.8%	0.7%	RDID_11632	skeletal_muscle	M	KK	6.2	L
3O7	LID_1065877_PID_10503	26687583	16110338	0.5%	0.3%	RDID_14087	omental_at	M	KK	6.12	L
3O7	LID_1066949_PID_10516	27876453	15657138	0.6%	0.4%	RDID_14371	testis	M	KK	6.12	L
3O7	LID_1066014_PID_10507	4175422	2622019	0.8%	0.6%	RDID_12726	heart	M	KK	6.12	L
3O7	LID_1067400_PID_10518	23225648	13247769	0.7%	0.5%	RDID_12508	lung	M	KK	6.12	L
3O7	LID_1066858_PID_10514	26800217	17946774	1.2%	1.0%	RDID_13148	kidney	M	KK	6.12	L
3O7	LID_1067712_PID_10524	30710727	16080236	0.7%	0.5%	RDID_14902	adrenal	M	KK	6.12	L
3O7	LID_1068240_PID_10533	15972474	9762458	0.7%	0.6%	RDID_15388	thymus	M	KK	6.12	L
3O7	LID_109362_PID_10413	16569978	10524645	0.9%	0.7%	RDID_12138	liver	M	KK	6.12	L
3O7	LID_108698_PID_10415	12269105	7605073	0.4%	0.3%	RDID_11998	spleen	M	KK	6.12	L
3O7	LID_110688_PID_10491	21755662	14350225	0.7%	0.6%	RDID_11637	skeletal_muscle	M	KK	6.12	L
3P2	LID_111828_PID_10496	40693005	25494631	0.5%	0.4%	RDID_13918	omental_at	M	HH	4.03	M
3P2	LID_109416_PID_10414	33623288	22878155	0.7%	0.6%	RDID_12421	lung	M	HH	4.03	M
3P2	LID_1066741_PID_10511	13923421	7969108	1.0%	0.8%	RDID_12984	kidney	M	HH	4.03	M
3P2	LID_1068459_PID_10532	40057726	25499187	0.6%	0.5%	RDID_15544	thyroid	M	HH	4.03	M
3P2	LID_1068147_PID_10532	21852276	13961743	0.7%	0.5%	RDID_15242	thymus	M	HH	4.03	M
3P2	LID_1066284_PID_10507	49226091	30558053	0.7%	0.5%	RDID_12595	heart	M	HH	4.03	M
3P2	LID_106028_PID_10491	18645522	9246296	0.6%	0.4%	RDID_11408	spleen	M	HH	4.03	M
3P2	LID_1068739_PID_10541	37079067	19592329	0.7%	0.5%	RDID_15805	pituitary	M	HH	4.03	M
3P2	LID_108267_PID_10413	11945306	7187080	0.8%	0.5%	RDID_10584	liver	M	HH	4.03	M
3P2	LID_1067598_PID_10520	15487034	8009949	0.7%	0.6%	RDID_14555	adrenal	M	HH	4.03	M
3P2	LID_103854_PID_10123	10296104	4567677	0.7%	0.5%	DID_1003583	whole_blood	M	HH	4.03	M
3P7	LID_1067656_PID_10520	7063068	3729434	0.7%	0.6%	RDID_14622	adrenal	F	HH	4.35	H
3P7	LID_109558_PID_10429	33165220	19518082	0.6%	0.4%	RDID_12482	lung	F	HH	4.35	H
3P7	LID_1068780_PID_10541	13906330	7209917	0.7%	0.5%	RDID_15846	pituitary	F	HH	4.35	H
3P7	LID_108525_PID_10416	29072113	18030827	0.7%	0.5%	RDID_10781	liver	F	HH	4.35	H
3P7	LID_1068328_PID_10540	17501247	9635456	0.7%	0.5%	RDID_15335	thymus	F	HH	4.35	H
3P7	LID_111889_PID_10497	13727008	7833315	0.6%	0.4%	RDID_13979	omental_at	F	HH	4.35	H
3P7	LID_1066802_PID_10515	12596745	8314247	0.8%	0.6%	RDID_13076	kidney	F	HH	4.35	H
3P7	LID_105624_PID_10123	15830548	6432327	0.8%	0.5%	DID_1003515	whole_blood	F	HH	4.35	H
3P7	LID_108627_PID_10413	10377165	6617387	0.7%	0.5%	RDID_11653	spleen	F	HH	4.35	H
3P7	LID_110704_PID_10491	20085767	12945830	0.8%	0.7%	RDID_11787	skeletal_muscle	F	HH	4.35	H
3P7	LID_1065988_PID_10503	16222710	10386127	0.7%	0.6%	RDID_12688	heart	F	HH	4.35	H
3Q3	LID_109381_PID_10413	26164538	17124012	0.7%	0.5%	RDID_12205	liver	F	KK	5.28	L
3Q3	LID_110652_PID_10471	30068500	20378585	0.6%	0.5%	RDID_12314	skeletal_muscle	F	KK	5.28	L
3Q3	LID_103991_PID_10123	9498965	4550443	0.7%	0.5%	DID_1003728	whole_blood	F	KK	5.28	L
3Q3	LID_1065908_PID_10503	32804678	21421629	0.5%	0.4%	RDID_14118	omental_at	F	KK	5.28	L
3Q3	LID_1068113_PID_10532	20543171	12471004	0.7%	0.5%	RDID_15208	thymus	F	KK	5.28	L
3Q3	LID_1067743_PID_10524	28811870	15086093	0.7%	0.5%	RDID_14949	adrenal	F	KK	5.28	L
3Q3	LID_1066980_PID_10510	24586435	15335024	0.6%	0.5%	RDID_14402	ovaries	F	KK	5.28	L
3Q3	LID_108729_PID_10413	46413682	30996029	0.5%	0.3%	RDID_12069	spleen	F	KK	5.28	L
3Q3	LID_1067816_PID_10520	26932767	16420490	0.7%	0.5%	RDID_12887	heart	F	KK	5.28	L
3Q3	LID_108941_PID_10491	20745052	13257319	0.8%	0.6%	RDID_12359	lung	F	KK	5.28	L
3Q5	LID_105664_PID_10123	20420129	8834207	0.7%	0.5%	DID_1003675	whole_blood	M	HH	2.98	L
3Q5	LID_1066269_PID_10507	24526125	15960696	0.7%	0.6%	RDID_12573	heart	M	HH	2.98	L
3Q5	LID_1066437_PID_10508	17718738	10757358	0.8%	0.6%	RDID_14192	testis	M	HH	2.98	L
3Q5	LID_1066726_PID_10511	11456536	6667979	1.6%	1.4%	RDID_12969	kidney	M	HH	2.98	L
3Q5	LID_1067583_PID_10520	14104180	6835411	0.7%	0.5%	RDID_14540	adrenal	M	HH	2.98	L
3Q5	LID_1068723_PID_10541	20981226	10978990	0.8%	0.6%	RDID_15789	pituitary	M	HH	2.98	L
3Q5	LID_1068126_PID_10532	18472393	13160311	0.8%	0.7%	RDID_15221	thymus	M	HH	2.98	L
3Q5	LID_108314_PID_10495	35373248	20625480	0.7%	0.6%	RDID_10052	liver	M	HH	2.98	L
3Q5	LID_108470_PID_10414	15796478	8734766	0.6%	0.4%	RDID_11353	spleen	M	HH	2.98	L
3Q5	LID_109401_PID_10414	19082571	11287574	0.7%	0.5%	RDID_12406	lung	M	HH	2.98	L
3Q9	LID_1065872_PID_10503	32177177	19245606	0.5%	0.4%	RDID_14082	omental_at	M	KK	5.16	H
3Q9	LID_1066853_PID_10514	30177979	19149781	0.9%	0.7%	RDID_13143	kidney	M	KK	5.16	H
3Q9	LID_1067707_PID_10524	21136250	11076034	0.6%	0.4%	RDID_14897	adrenal	M	KK	5.16	H
3Q9	LID_1066944_PID_10516	24222385	15267510	0.6%	0.5%	RDID_14366	testis	M	KK	5.16	H
3Q9	LID_1068297_PID_10539	29065630	17817981	0.7%	0.5%	RDID_15304	thymus	M	KK	5.16	H
3Q9	LID_108949_PID_10495	75089292	44897796	0.7%	0.6%	RDID_12367	lung	M	KK	5.16	H
3Q9	LID_108693_PID_10415	18053404	12244483	0.4%	0.3%	RDID_11993	spleen	M	KK	5.16	H
3Q9	LID_108886_PID_10491	58825909	34731256	0.5%	0.4%	RDID_12164	liver	M	KK	5.16	H
3Q9	LID_109527_PID_10491	18479554	10940726	0.8%	0.7%	RDID_11263	skeletal_muscle	M	KK	5.16	H
3R1	LID_1065968_PID_10503	13465986	10434980	0.5%	0.4%	RDID_12668	heart	M	HH	3.3	L
3R1	LID_1066784_PID_10515	10411734	7232625	1.2%	1.0%	RDID_13058	kidney	M	HH	3.3	L
3R1	LID_1067640_PID_10520	26508011	12415358	0.7%	0.5%	RDID_14597	adrenal	M	HH	3.3	L
3R1	LID_1068251_PID_10539	28684974	15850742	0.7%	0.4%	RDID_15258	thymus	M	HH	3.3	L
3R1	LID_1068439_PID_10532	29154826	16683685	0.6%	0.4%	RDID_15524	thyroid	M	HH	3.3	L
3R1	LID_109469_PID_10415	26296643	16087486	0.7%	0.7%	RDID_11880	skeletal_muscle	M	HH	3.3	L
3R1	LID_108992_PID_10471	22631349	14470945	0.7%	0.6%	RDID_12464	lung	M	HH	3.3	L
3R1	LID_108614_PID_10413	17492765	10897054	0.8%	0.6%	RDID_11563	spleen	M	HH	3.3	L
3R3	LID_103925_PID_10123	8497972	4121830	0.6%	0.4%	DID_1003660	whole_blood	F	HH	3.22	H
3R3	LID_109622_PID_10471	16497533	9356162	0.6%	0.6%	RDID_11333	skeletal_muscle	F	HH	3.22	H
3R3	LID_1067506_PID_10515	33203563	18229961	0.6%	0.5%	RDID_13356	kidney	F	HH	3.22	H
3R3	LID_1066607_PID_10511	28317334	15637691	0.6%	0.5%	RDID_14443	ovaries	F	HH	3.22	H
3R3	LID_1067771_PID_10516	28576223	17270413	0.6%	0.5%	RDID_12802	heart	F	HH	3.22	H
3R3	LID_1067830_PID_10520	34034973	18082650	0.7%	0.5%	RDID_15021	adrenal	F	HH	3.22	H
3R3	LID_1068081_PID_10532	26369392	15814816	0.7%	0.5%	RDID_15176	thymus	F	HH	3.22	H
3R3	LID_108631_PID_10413	21211636	13337089	0.7%	0.5%	RDID_11657	spleen	F	HH	3.22	H
3R3	LID_108530_PID_10416	11597829	7389761	0.8%	0.6%	RDID_10785	liver	F	HH	3.22	H
3R3	LID_1068685_PID_10540	22145686	13796873	0.6%	0.5%	RDID_15674	thyroid	F	HH	3.22	H
3R7	LID_1068198_PID_10533	20161579	11022749	0.8%	0.6%	RDID_15346	thymus	M	HH	3.32	M
3R7	LID_109557_PID_10495	70789164	39432799	0.5%	0.4%	RDID_12473	lung	M	HH	3.32	M
3R7	LID_108623_PID_10413	59883492	37772859	0.7%	0.5%	RDID_11572	spleen	M	HH	3.32	M
3R7	LID_1068646_PID_10540	22488501	13188788	0.7%	0.5%	RDID_15635	thyroid	M	HH	3.32	M
3R7	LID_109478_PID_10416	30699336	21299023	0.8%	0.7%	RDID_11889	skeletal_muscle	M	HH	3.32	M
3R7	LID_105461_PID_10123	15557180	8088000	0.8%	0.6%	DID_1003502	whole_blood	M	HH	3.32	M
3R7	LID_1066793_PID_10515	12896845	9389644	1.0%	0.9%	RDID_13067	kidney	M	HH	3.32	M
3R7	LID_1065979_PID_10503	26200466	16374484	0.6%	0.5%	RDID_12679	heart	M	HH	3.32	M
3R7	LID_1067648_PID_10520	26097332	12655711	0.6%	0.4%	RDID_14605	adrenal	M	HH	3.32	M
3R9	LID_103964_PID_10123	10440220	4814128	0.6%	0.4%	DID_1003700	whole_blood	F	KK	5.21	L
3R9	LID_1065884_PID_10503	23203390	18495257	0.3%	0.3%	RDID_14094	omental_at	F	KK	5.21	L
3R9	LID_108942_PID_10496	36252673	21105316	0.7%	0.6%	RDID_12360	lung	F	KK	5.21	L
3R9	LID_1066865_PID_10514	30946300	20092865	1.0%	0.8%	RDID_13155	kidney	F	KK	5.21	L
3R9	LID_1066956_PID_10516	29696618	18147248	0.6%	0.4%	RDID_14378	ovaries	F	KK	5.21	L
3R9	LID_1067719_PID_10524	15379650	8193316	0.6%	0.5%	RDID_14909	adrenal	F	KK	5.21	L
3R9	LID_1069537_PID_10541	27974632	16172585	0.7%	0.5%	RDID_15917	pituitary	F	KK	5.21	L
3R9	LID_1067817_PID_10520	19309037	11468029	0.6%	0.5%	RDID_12888	heart	F	KK	5.21	L
3R9	LID_1068223_PID_10533	15607955	8953297	0.9%	0.6%	RDID_15371	thymus	F	KK	5.21	L
3R9	LID_108705_PID_10415	32966636	21253704	0.5%	0.3%	RDID_12005	spleen	F	KK	5.21	L
3R9	LID_109383_PID_10413	32095178	19909906	0.8%	0.6%	RDID_12207	liver	F	KK	5.21	L
3R9	LID_110653_PID_10491	22390001	13840739	0.6%	0.5%	RDID_12315	skeletal_muscle	F	KK	5.21	L
3T1	LID_103974_PID_10123	13970475	6544240	0.7%	0.5%	DID_1003710	whole_blood	M	KK	4.42	H
3T1	LID_1065902_PID_10503	49696757	27957169	0.5%	0.4%	RDID_14112	omental_at	M	KK	4.42	H
3T1	LID_1066027_PID_10507	38833095	23449614	0.7%	0.5%	RDID_12739	heart	M	KK	4.42	H
3T1	LID_1067413_PID_10518	22218365	15910523	0.6%	0.5%	RDID_12521	lung	M	KK	4.42	H
3T1	LID_1066883_PID_10514	28229828	17859390	0.7%	0.6%	RDID_13173	kidney	M	KK	4.42	H
3T1	LID_1066974_PID_10516	24126660	14074056	0.6%	0.5%	RDID_14396	testis	M	KK	4.42	H
3T1	LID_1067737_PID_10524	17573738	9026597	0.7%	0.5%	RDID_14943	adrenal	M	KK	4.42	H
3T1	LID_1068658_PID_10540	22609872	13363712	0.7%	0.5%	RDID_15647	thyroid	M	KK	4.42	H
3T1	LID_1068094_PID_10532	16078979	9728913	0.6%	0.5%	RDID_15189	thymus	M	KK	4.42	H
3T1	LID_1069539_PID_10541	13848552	7460597	0.7%	0.5%	RDID_15919	pituitary	M	KK	4.42	H
3T1	LID_108815_PID_10495	20869621	11561890	0.5%	0.4%	RDID_12063	spleen	M	KK	4.42	H
3T1	LID_108826_PID_10429	15598609	10096451	0.7%	0.4%	RDID_12109	liver	M	KK	4.42	H
3T1	LID_110672_PID_10491	30409599	19054663	0.5%	0.5%	RDID_11624	skeletal_muscle	M	KK	4.42	H
3T9	LID_103911_PID_10123	11538258	5305064	0.7%	0.5%	DID_1003646	whole_blood	F	KK	4.41	L
3T9	LID_1065913_PID_10503	27322108	15492747	0.6%	0.4%	RDID_14123	omental_at	F	KK	4.41	L
3T9	LID_1067821_PID_10520	33071214	18343765	0.7%	0.5%	RDID_12900	heart	F	KK	4.41	L
3T9	LID_1067443_PID_10518	24878740	15487238	0.6%	0.5%	RDID_12932	lung	F	KK	4.41	L
3T9	LID_1068078_PID_10532	24431253	13339740	0.7%	0.5%	RDID_15173	thymus	F	KK	4.41	L
3T9	LID_1066894_PID_10514	26835504	18375424	0.7%	0.6%	RDID_13233	kidney	F	KK	4.41	L
3T9	LID_1067748_PID_10524	31168046	15963196	0.6%	0.4%	RDID_14954	adrenal	F	KK	4.41	L
3T9	LID_1066985_PID_10516	24637262	16670273	0.5%	0.5%	RDID_14407	ovaries	F	KK	4.41	L
3T9	LID_108734_PID_10415	29920488	18097644	0.4%	0.3%	RDID_12074	spleen	F	KK	4.41	L
3T9	LID_1068698_PID_10540	22609009	13626630	0.7%	0.5%	RDID_15687	thyroid	F	KK	4.41	L
41N	LID_1067605_PID_10520	14855926	7819243	0.6%	0.4%	RDID_14562	adrenal	M	HH	16.74	M
41N	LID_1068719_PID_10540	12924169	8499316	0.6%	0.5%	RDID_15708	thyroid	M	HH	16.74	M
41N	LID_1066748_PID_10511	13818307	8365288	0.9%	0.8%	RDID_13007	kidney	M	HH	16.74	M
41N	LID_108271_PID_10413	26646566	16192922	0.6%	0.5%	RDID_10686	liver	M	HH	16.74	M
41N	LID_1068243_PID_10539	39240419	23510958	0.7%	0.5%	RDID_15250	thymus	M	HH	16.74	M
41N	LID_109483_PID_10416	26199124	18266774	0.7%	0.6%	RDID_11892	skeletal_muscle	M	HH	16.74	M
41N	LID_111835_PID_10496	27814318	17856819	0.4%	0.3%	RDID_13925	omental_at	M	HH	16.74	M
41N	LID_103884_PID_10123	16075003	7171235	0.8%	0.6%	DID_1003617	whole_blood	M	HH	16.74	M
41N	LID_1065946_PID_10507	36012799	21160904	0.6%	0.5%	RDID_12641	heart	M	HH	16.74	M
41N	LID_109423_PID_10414	26544558	17026252	0.7%	0.6%	RDID_12428	lung	M	HH	16.74	M
42T	LID_110675_PID_10491	18366514	11559579	0.6%	0.5%	RDID_11537	skeletal_muscle	M	KK	15.96	L
42T	LID_1066895_PID_10514	25740953	16537277	0.8%	0.6%	RDID_13234	kidney	M	KK	15.96	L
42T	LID_1067416_PID_10518	13763722	11054164	0.5%	0.4%	RDID_12524	lung	M	KK	15.96	L
42T	LID_108830_PID_10429	22794859	13844600	0.5%	0.4%	RDID_12113	liver	M	KK	15.96	L
42T	LID_108735_PID_10414	30559436	18780381	0.4%	0.3%	RDID_12075	spleen	M	KK	15.96	L
42T	LID_1068073_PID_10532	13203632	8496839	0.8%	0.5%	RDID_15168	thymus	M	KK	15.96	L
42T	LID_1068700_PID_10540	17471937	12167822	0.6%	0.5%	RDID_15689	thyroid	M	KK	15.96	L
42T	LID_1067749_PID_10524	17505448	8711283	0.7%	0.5%	RDID_14955	adrenal	M	KK	15.96	L
42T	LID_103995_PID_10123	12762053	5977954	0.6%	0.5%	DID_1003732	whole_blood	M	KK	15.96	L
42T	LID_1066030_PID_10507	21449631	13738458	0.7%	0.6%	RDID_12742	heart	M	KK	15.96	L
42T	LID_1065914_PID_10503	23661386	14608522	0.5%	0.4%	RDID_14124	omental_at	M	KK	15.96	L
42T	LID_1066986_PID_10516	36538751	20571300	0.5%	0.4%	RDID_14408	testis	M	KK	15.96	L
43N	LID_1066761_PID_10511	6186070	3788996	1.0%	0.9%	RDID_13020	kidney	M	HH	17	H
43N	LID_109564_PID_10429	21934647	14481965	0.7%	0.5%	RDID_12441	lung	M	HH	17	H
43N	LID_109496_PID_10416	30643148	21058398	0.9%	0.8%	RDID_11905	skeletal_muscle	M	HH	17	H
43N	LID_1067618_PID_10520	19947734	9739088	0.7%	0.5%	RDID_14575	adrenal	M	HH	17	H
43N	LID_1068758_PID_10541	24788961	16305046	0.6%	0.5%	RDID_15824	pituitary	M	HH	17	H
43N	LID_103873_PID_10123	7401983	3577762	0.6%	0.4%	DID_1003605	whole_blood	M	HH	17	H
43N	LID_1068720_PID_10540	17681148	11048007	0.7%	0.5%	RDID_15709	thyroid	M	HH	17	H
43N	LID_1066303_PID_10507	16021733	11000970	0.7%	0.5%	RDID_12621	heart	M	HH	17	H
43N	LID_108276_PID_10415	10751655	7285215	0.6%	0.6%	RDID_10698	liver	M	HH	17	H
43N	LID_111848_PID_10497	22424493	14055246	0.5%	0.4%	RDID_13938	omental_at	M	HH	17	H
43N	LID_1068256_PID_10539	31908198	17042923	0.7%	0.5%	RDID_15263	thymus	M	HH	17	H
44V	LID_1066541_PID_10510	39892440	23423298	0.5%	0.4%	RDID_14481	ovaries	F	KK	14.79	L
44V	LID_109482_PID_10416	26466196	17447043	0.8%	0.7%	RDID_11151	skeletal_muscle	F	KK	14.79	L
44V	LID_103962_PID_10123	9505540	4584728	0.6%	0.4%	DID_1003698	whole_blood	F	KK	14.79	L
44V	LID_1068162_PID_10533	50029139	26734250	0.8%	0.5%	RDID_14144	omental_at	F	KK	14.79	L
44V	LID_109384_PID_10413	37377498	25843934	0.7%	0.6%	RDID_12208	liver	F	KK	14.79	L
44V	LID_1067497_PID_10515	27679108	16079641	0.8%	0.5%	RDID_13347	kidney	F	KK	14.79	L
44V	LID_108856_PID_10429	10230741	6829407	0.6%	0.4%	RDID_12212	spleen	F	KK	14.79	L
44V	LID_1067559_PID_10516	48074258	29251349	0.5%	0.4%	RDID_15011	adrenal	F	KK	14.79	L
44V	LID_1067822_PID_10520	23518464	15373202	0.6%	0.5%	RDID_12901	heart	F	KK	14.79	L
46Z	LID_1067418_PID_10518	27794605	22644001	0.5%	0.6%	RDID_12526	lung	M	KK	13.97	H
46Z	LID_1068691_PID_10540	23913512	14708944	0.7%	0.5%	RDID_15680	thyroid	M	KK	13.97	H
46Z	LID_1067755_PID_10524	28577488	16015020	0.6%	0.5%	RDID_14977	adrenal	M	KK	13.97	H
46Z	LID_1066992_PID_10510	19348602	10567910	0.6%	0.4%	RDID_14414	testis	M	KK	13.97	H
46Z	LID_1068091_PID_10532	24264214	14716909	0.7%	0.5%	RDID_15186	thymus	M	KK	13.97	H
46Z	LID_109633_PID_10495	14457925	8545795	0.6%	0.4%	RDID_11539	skeletal_muscle	M	KK	13.97	H
46Z	LID_1065920_PID_10503	24859428	15183714	0.5%	0.4%	RDID_14130	omental_at	M	KK	13.97	H
46Z	LID_1066901_PID_10514	23470487	14751614	0.9%	0.6%	RDID_13240	kidney	M	KK	13.97	H
46Z	LID_103942_PID_10123	12915862	6383630	0.6%	0.5%	DID_1003677	whole_blood	M	KK	13.97	H
46Z	LID_1066032_PID_10507	25895915	16511962	0.6%	0.5%	RDID_12744	heart	M	KK	13.97	H
46Z	LID_108837_PID_10416	10575507	6965013	0.5%	0.3%	RDID_12081	spleen	M	KK	13.97	H
48V	LID_109440_PID_10415	25826137	15163264	0.7%	0.5%	RDID_12445	lung	F	HH	12.96	M
48V	LID_1067622_PID_10520	24736790	12830311	0.5%	0.3%	RDID_14579	adrenal	F	HH	12.96	M
48V	LID_1068213_PID_10533	19484387	10570567	0.8%	0.5%	RDID_15361	thymus	F	HH	12.96	M
48V	LID_108455_PID_10416	22440963	14715108	0.6%	0.5%	RDID_10970	liver	F	HH	12.96	M
48V	LID_111852_PID_10497	25683818	14918576	0.5%	0.4%	RDID_13942	omental_at	F	HH	12.96	M
48V	LID_1066307_PID_10508	48936216	31797433	0.6%	0.5%	RDID_12625	heart	F	HH	12.96	M
48V	LID_1068764_PID_10541	28462291	15802508	0.7%	0.5%	RDID_15830	pituitary	F	HH	12.96	M
48V	LID_108653_PID_10413	18731374	12132000	0.7%	0.5%	RDID_11916	spleen	F	HH	12.96	M
48V	LID_1066765_PID_10515	18659358	12404330	1.1%	0.9%	RDID_13024	kidney	F	HH	12.96	M
49V	LID_110656_PID_10491	17417194	12498380	0.7%	0.6%	RDID_12318	skeletal_muscle	F	KK	15.04	L
49V	LID_108958_PID_10471	20379570	15309163	0.7%	0.7%	RDID_12253	liver	F	KK	15.04	L
49V	LID_1068800_PID_10541	16628863	8640797	0.8%	0.6%	RDID_15866	pituitary	F	KK	15.04	L
49V	LID_1066537_PID_10510	39477814	23176105	0.6%	0.5%	RDID_14476	ovaries	F	KK	15.04	L
49V	LID_1068312_PID_10539	16814472	9658547	0.7%	0.5%	RDID_15319	thymus	F	KK	15.04	L
49V	LID_103922_PID_10123	9749163	5434283	0.6%	0.5%	DID_1003657	whole_blood	F	KK	15.04	L
49V	LID_1065843_PID_10497	22213427	13666554	0.5%	0.4%	RDID_14013	omental_at	F	KK	15.04	L
49V	LID_108917_PID_10429	18259285	12084938	0.8%	0.6%	RDID_12225	spleen	F	KK	15.04	L
49V	LID_1067678_PID_10524	11070958	6215084	0.7%	0.5%	RDID_14652	adrenal	F	KK	15.04	L
49V	LID_108945_PID_10491	24564205	14833495	0.7%	0.5%	RDID_12363	lung	F	KK	15.04	L
49Z	LID_108985_PID_10471	24496452	14672297	0.7%	0.5%	RDID_12456	lung	M	HH	12.04	L
49Z	LID_1068252_PID_10532	22793860	14139726	0.7%	0.5%	RDID_15259	thymus	M	HH	12.04	L
49Z	LID_1067633_PID_10520	17647509	9157827	0.7%	0.5%	RDID_14590	adrenal	M	HH	12.04	L
49Z	LID_111863_PID_10497	19774175	12629650	0.5%	0.4%	RDID_13953	omental_at	M	HH	12.04	L
49Z	LID_1068765_PID_10541	19557320	10439766	0.7%	0.5%	RDID_15831	pituitary	M	HH	12.04	L
49Z	LID_108515_PID_10414	17911088	11417928	0.7%	0.6%	RDID_10071	liver	M	HH	12.04	L
49Z	LID_1066776_PID_10515	10478809	6899815	1.1%	0.9%	RDID_13050	kidney	M	HH	12.04	L
49Z	LID_105635_PID_10123	14308511	6041424	0.8%	0.6%	DID_1003570	whole_blood	M	HH	12.04	L
49Z	LID_1068440_PID_10532	16202914	9587844	0.7%	0.5%	RDID_15525	thyroid	M	HH	12.04	L
49Z	LID_108557_PID_10414	18369632	10169185	0.7%	0.5%	RDID_11555	spleen	M	HH	12.04	L
49Z	LID_109461_PID_10415	38926491	24928569	0.7%	0.7%	RDID_11872	skeletal_muscle	M	HH	12.04	L
4C6	LID_1068683_PID_10540	21862557	14379861	0.7%	0.6%	RDID_15672	thyroid	M	HH	10.75	L
4C6	LID_1067433_PID_10518	11963642	9460961	0.5%	0.5%	RDID_12541	lung	M	HH	10.75	L
4C6	LID_1067567_PID_10516	29594101	17272657	0.6%	0.5%	RDID_15019	adrenal	M	HH	10.75	L
4C6	LID_103885_PID_10123	7007319	3218883	0.7%	0.5%	DID_1003618	whole_blood	M	HH	10.75	L
4C6	LID_1066605_PID_10511	32080096	16514673	0.6%	0.5%	RDID_14441	testis	M	HH	10.75	L
4C6	LID_1068208_PID_10533	7581029	4249306	0.7%	0.5%	RDID_15356	thymus	M	HH	10.75	L
4C6	LID_1067769_PID_10516	14018033	7992085	0.8%	0.5%	RDID_12800	heart	M	HH	10.75	L
