sample_id	reads	percent_uniquelymapped	perc_chg_meth	perc_chh_meth	sample_name	tissue	monkey_id	sex	age	group	rank
LID_108630_PID_10413	31378992	0.597983389651267	0.7%	0.5%	RDID_11656	spleen	ID1	F	12.78	HH	L
LID_109606_PID_10471	23872027	0.602891953833665	0.7%	0.5%	RDID_11332	skeletal_muscle	ID1	F	12.78	HH	L
LID_108522_PID_10414	26837329	0.594638944881586	0.7%	0.6%	RDID_10784	liver	ID1	F	12.78	HH	L
LID_1066606_PID_10511	33199887	0.533665701934467	0.7%	0.5%	RDID_14442	ovaries	ID1	F	12.78	HH	L
LID_1067505_PID_10515	31825692	0.577010517163303	0.7%	0.5%	RDID_13355	kidney	ID1	F	12.78	HH	L
LID_1068088_PID_10532	15538928	0.59738194294999	0.7%	0.5%	RDID_15183	thymus	ID1	F	12.78	HH	L
LID_1068682_PID_10540	15260556	0.623919796893377	0.7%	0.5%	RDID_15671	thyroid	ID1	F	12.78	HH	L
LID_1067434_PID_10518	18162059	0.754112185187814	0.6%	0.5%	RDID_12542	lung	ID1	F	12.78	HH	L
LID_1067770_PID_10516	14878688	0.586390950599945	0.7%	0.5%	RDID_12801	heart	ID1	F	12.78	HH	L
LID_1067568_PID_10516	27168340	0.561088678954989	0.6%	0.4%	RDID_15020	adrenal	ID1	F	12.78	HH	L
LID_111877_PID_10497	28296791	0.557483178923009	0.5%	0.4%	RDID_13967	omental_adipose	ID2	F	12.12	HH	H
LID_1068778_PID_10541	29466151	0.564011465223266	0.6%	0.5%	RDID_15844	pituitary	ID2	F	12.12	HH	H
LID_108996_PID_10413	30003991	0.62921885958438	0.8%	0.6%	RDID_12470	lung	ID2	F	12.12	HH	H
LID_1068197_PID_10533	18488833	0.582742999517601	0.8%	0.6%	RDID_15345	thymus	ID2	F	12.12	HH	H
LID_1068433_PID_10532	17888746	0.553860399158219	0.7%	0.5%	RDID_15518	thyroid	ID2	F	12.12	HH	H
LID_103845_PID_10123	12281195	0.410047882148276	0.7%	0.5%	DID_1003574	whole_blood	ID2	F	12.12	HH	H
LID_1066497_PID_10508	48192120	0.609883898031462	0.6%	0.5%	RDID_14303	ovaries	ID2	F	12.12	HH	H
LID_1065976_PID_10507	24765562	0.678227249597647	0.5%	0.5%	RDID_12676	heart	ID2	F	12.12	HH	H
LID_108367_PID_10471	44717600	0.689751328336047	0.5%	0.5%	RDID_10721	liver	ID2	F	12.12	HH	H
LID_1066790_PID_10515	17485841	0.664860672128953	1.0%	0.8%	RDID_13064	kidney	ID2	F	12.12	HH	H
LID_109475_PID_10415	48384405	0.68248554467085	0.7%	0.6%	RDID_11886	skeletal_muscle	ID2	F	12.12	HH	H
LID_1067645_PID_10520	27235355	0.47401280431263	0.6%	0.4%	RDID_14602	adrenal	ID2	F	12.12	HH	H
LID_108620_PID_10413	17596924	0.649196586858021	0.8%	0.6%	RDID_11569	spleen	ID2	F	12.12	HH	H
LID_108456_PID_10416	27510147	0.662667742197088	0.6%	0.5%	RDID_10972	liver	ID3	F	9.1	HH	H
LID_108979_PID_10471	19640829	0.608154727073893	0.7%	0.5%	RDID_12449	lung	ID3	F	9.1	HH	H
LID_1067626_PID_10520	26965217	0.502945998914083	0.8%	0.6%	RDID_14583	adrenal	ID3	F	9.1	HH	H
LID_1066769_PID_10515	14204048	0.700096761148653	1.1%	0.9%	RDID_13043	kidney	ID3	F	9.1	HH	H
LID_1066311_PID_10508	34003267	0.609423118078625	0.6%	0.5%	RDID_12629	heart	ID3	F	9.1	HH	H
LID_103864_PID_10123	8166032	0.477636017101084	0.7%	0.5%	DID_1003593	whole_blood	ID3	F	9.1	HH	H
LID_111856_PID_10497	45502190	0.606486610864224	0.5%	0.4%	RDID_13946	omental_adipose	ID3	F	9.1	HH	H
LID_108654_PID_10413	26332730	0.633254091011452	0.7%	0.5%	RDID_11917	spleen	ID3	F	9.1	HH	H
LID_109504_PID_10416	21582986	0.714192744229181	0.7%	0.6%	RDID_11913	skeletal_muscle	ID3	F	9.1	HH	H
LID_1067476_PID_10515	68919557	0.5766103081597	0.5%	0.5%	RDID_14454	testis	ID4	M	10.2	KK	L
LID_1068122_PID_10532	18751778	0.633467450393237	0.7%	0.5%	RDID_15217	thymus	ID4	M	10.2	KK	L
LID_1068191_PID_10533	15177791	0.565880634408525	0.8%	0.6%	RDID_14173	omental_adipose	ID4	M	10.2	KK	L
LID_1067471_PID_10518	23763425	0.739077637167201	0.7%	0.6%	RDID_12557	lung	ID4	M	10.2	KK	L
LID_1067520_PID_10515	36989887	0.557095429894122	0.6%	0.5%	RDID_13418	kidney	ID4	M	10.2	KK	L
LID_1067800_PID_10518	18518161	0.632692900769142	0.7%	0.5%	RDID_12855	heart	ID4	M	10.2	KK	L
LID_1067844_PID_10524	15939718	0.506251051618354	0.7%	0.5%	RDID_15035	adrenal	ID4	M	10.2	KK	L
LID_1068713_PID_10540	17076187	0.645918377445738	0.7%	0.6%	RDID_15702	thyroid	ID4	M	10.2	KK	L
LID_108870_PID_10491	16866134	0.621425396003613	0.5%	0.4%	RDID_12148	liver	ID4	M	10.2	KK	L
LID_108864_PID_10429	10254787	0.64870260103891	0.6%	0.3%	RDID_12220	spleen	ID4	M	10.2	KK	L
LID_109608_PID_10471	21786971	0.584186530564529	0.7%	0.6%	RDID_11347	skeletal_muscle	ID4	M	10.2	KK	L
LID_108474_PID_10415	13064213	0.562329319033607	0.6%	0.4%	RDID_11357	spleen	ID5	M	7.02	HH	L
LID_1066730_PID_10511	13417890	0.673508427927193	1.0%	0.9%	RDID_12973	kidney	ID5	M	7.02	HH	L
LID_1066273_PID_10507	25539108	0.619472222757349	0.6%	0.5%	RDID_12584	heart	ID5	M	7.02	HH	L
LID_109405_PID_10414	21395475	0.683888252071992	0.7%	0.6%	RDID_12410	lung	ID5	M	7.02	HH	L
LID_1067587_PID_10520	23769542	0.494109562565404	0.6%	0.5%	RDID_14544	adrenal	ID5	M	7.02	HH	L
LID_111817_PID_10496	9181657	0.655326810835996	0.5%	0.5%	RDID_13907	omental_adipose	ID5	M	7.02	HH	L
LID_105672_PID_10123	11228066	0.465982209224634	0.7%	0.5%	DID_1003676	whole_blood	ID5	M	7.02	HH	L
LID_1068726_PID_10541	25496976	0.540148878831749	0.7%	0.5%	RDID_15792	pituitary	ID5	M	7.02	HH	L
LID_1068475_PID_10533	13500869	0.64911666056459	0.6%	0.4%	RDID_15560	thyroid	ID5	M	7.02	HH	L
LID_103983_PID_10123	9905745	0.451455998513994	0.7%	0.5%	DID_1003720	whole_blood	ID6	M	8.07	KK	M
LID_1066953_PID_10516	13845138	0.613015341558892	0.7%	0.5%	RDID_14375	testis	ID6	M	8.07	KK	M
LID_1066016_PID_10507	16532634	0.628171167401395	0.8%	0.6%	RDID_12728	heart	ID6	M	8.07	KK	M
LID_1067716_PID_10524	21583333	0.530539652981307	0.6%	0.4%	RDID_14906	adrenal	ID6	M	8.07	KK	M
LID_1068492_PID_10533	27157138	0.634442370179067	0.5%	0.4%	RDID_15577	thyroid	ID6	M	8.07	KK	M
LID_109364_PID_10413	32881461	0.651100053005552	0.8%	0.6%	RDID_12140	liver	ID6	M	8.07	KK	M
LID_1069529_PID_10541	17438036	0.547091943152314	0.7%	0.4%	RDID_15909	pituitary	ID6	M	8.07	KK	M
LID_110686_PID_10491	26390837	0.653799498666905	0.6%	0.5%	RDID_11635	skeletal_muscle	ID6	M	8.07	KK	M
LID_108702_PID_10416	12505658	0.667660190291467	0.4%	0.3%	RDID_12002	spleen	ID6	M	8.07	KK	M
LID_1066862_PID_10514	28543874	0.630980153569904	0.7%	0.5%	RDID_13152	kidney	ID6	M	8.07	KK	M
LID_1068275_PID_10539	25377310	0.578083965558209	0.7%	0.4%	RDID_15282	thymus	ID6	M	8.07	KK	M
LID_1067402_PID_10518	42678998	0.574578508145857	0.6%	0.5%	RDID_12510	lung	ID6	M	8.07	KK	M
LID_105648_PID_10123	12159188	0.475289386100453	0.7%	0.5%	DID_1003632	whole_blood	ID7	F	5.96	KK	L
LID_1065910_PID_10503	13730319	0.564338599853361	0.5%	0.4%	RDID_14120	omental_adipose	ID7	F	5.96	KK	L
LID_1066522_PID_10510	23420036	0.574972813876119	0.5%	0.4%	RDID_14461	ovaries	ID7	F	5.96	KK	L
LID_1066891_PID_10514	29862021	0.625792909327872	0.9%	0.6%	RDID_13230	kidney	ID7	F	5.96	KK	L
LID_1067745_PID_10524	15581739	0.476448167948391	0.7%	0.5%	RDID_14951	adrenal	ID7	F	5.96	KK	L
LID_1067438_PID_10518	28536228	0.573129076484811	0.7%	0.5%	RDID_12927	lung	ID7	F	5.96	KK	L
LID_1068098_PID_10532	17058847	0.612191140468052	0.7%	0.6%	RDID_15193	thymus	ID7	F	5.96	KK	L
LID_1067790_PID_10518	27881362	0.66480973920858	0.5%	0.4%	RDID_12845	heart	ID7	F	5.96	KK	L
LID_1068654_PID_10540	16390992	0.628940274023683	0.7%	0.5%	RDID_15643	thyroid	ID7	F	5.96	KK	L
LID_108731_PID_10415	18596059	0.58608444939866	0.4%	0.2%	RDID_12071	spleen	ID7	F	5.96	KK	L
LID_109061_PID_10416	14785693	0.637132260219389	0.9%	0.7%	RDID_12263	liver	ID7	F	5.96	KK	L
LID_1067477_PID_10515	40231669	0.560548954605885	0.5%	0.5%	RDID_14455	testis	ID8	M	6.29	KK	M
LID_1067472_PID_10518	23119232	0.633840172545524	0.6%	0.4%	RDID_12558	lung	ID8	M	6.29	KK	M
LID_1068714_PID_10540	17574751	0.69584769650506	0.6%	0.5%	RDID_15703	thyroid	ID8	M	6.29	KK	M
LID_1067521_PID_10515	31746750	0.579862726105822	0.7%	0.5%	RDID_13707	kidney	ID8	M	6.29	KK	M
LID_108871_PID_10415	38227253	0.575765593201269	0.5%	0.4%	RDID_12149	liver	ID8	M	6.29	KK	M
LID_1068102_PID_10532	15856913	0.562045273250853	0.7%	0.4%	RDID_15197	thymus	ID8	M	6.29	KK	M
LID_1068192_PID_10533	15897016	0.559591309463361	0.8%	0.6%	RDID_14174	omental_adipose	ID8	M	6.29	KK	M
LID_1067786_PID_10516	31113067	0.675916070890729	0.6%	0.5%	RDID_12825	heart	ID8	M	6.29	KK	M
LID_1067845_PID_10520	24685405	0.539732728711561	0.6%	0.5%	RDID_15036	adrenal	ID8	M	6.29	KK	M
LID_108865_PID_10471	11048875	0.589917978074691	0.5%	0.3%	RDID_12221	spleen	ID8	M	6.29	KK	M
LID_109605_PID_10429	14724199	0.59219642440312	0.7%	0.6%	RDID_11348	skeletal_muscle	ID8	M	6.29	KK	M
LID_103957_PID_10123	16229386	0.468165462328643	0.6%	0.5%	DID_1003693	whole_blood	ID9	F	4.24	KK	L
LID_1065876_PID_10503	44404674	0.607625764801246	0.5%	0.3%	RDID_14086	omental_adipose	ID9	F	4.24	KK	L
LID_1067711_PID_10524	15497693	0.532883055561883	0.6%	0.4%	RDID_14901	adrenal	ID9	F	4.24	KK	L
LID_1066948_PID_10516	28875267	0.609063978525289	0.6%	0.5%	RDID_14370	ovaries	ID9	F	4.24	KK	L
LID_1068287_PID_10539	33754344	0.573093199500485	0.7%	0.5%	RDID_15294	thymus	ID9	F	4.24	KK	L
LID_1066857_PID_10514	101190150	0.609771810793837	0.8%	0.6%	RDID_13147	kidney	ID9	F	4.24	KK	L
LID_1068504_PID_10539	26089083	0.701694996332374	0.5%	0.4%	RDID_15589	thyroid	ID9	F	4.24	KK	L
LID_1067791_PID_10518	16276417	0.632537246987467	0.8%	0.5%	RDID_12846	heart	ID9	F	4.24	KK	L
LID_108697_PID_10471	18278448	0.640320775593201	0.4%	0.3%	RDID_11997	spleen	ID9	F	4.24	KK	L
LID_1069516_PID_10540	24334179	0.534331074000894	0.7%	0.5%	RDID_15896	pituitary	ID9	F	4.24	KK	L
LID_109533_PID_10416	30424617	0.596231137437161	0.7%	0.6%	RDID_11269	skeletal_muscle	ID9	F	4.24	KK	L
LID_109563_PID_10429	14156930	0.617796655065752	0.7%	0.5%	RDID_12195	liver	ID9	F	4.24	KK	L
LID_103823_PID_10123	9009663	0.499693051782292	0.6%	0.4%	DID_1003521	whole_blood	ID10	F	1.22	HH	H
LID_1066267_PID_10507	22570110	0.634188801029326	0.7%	0.5%	RDID_12571	heart	ID10	F	1.22	HH	H
LID_1068721_PID_10541	16832510	0.549208585053566	0.8%	0.7%	RDID_15787	pituitary	ID10	F	1.22	HH	H
LID_1068124_PID_10532	14926614	0.57422889075848	0.8%	0.5%	RDID_15219	thymus	ID10	F	1.22	HH	H
LID_1066724_PID_10511	11669275	0.617225148948842	1.4%	1.2%	RDID_12967	kidney	ID10	F	1.22	HH	H
LID_1067581_PID_10520	21593913	0.462961483636616	0.6%	0.6%	RDID_14538	adrenal	ID10	F	1.22	HH	H
LID_108432_PID_10414	14428675	0.629050207312868	0.6%	0.5%	RDID_10242	liver	ID10	F	1.22	HH	H
LID_108754_PID_10416	25750077	0.677104577201847	0.6%	0.4%	RDID_11258	spleen	ID10	F	1.22	HH	H
LID_109399_PID_10414	35616769	0.639604760330731	0.7%	0.6%	RDID_12404	lung	ID10	F	1.22	HH	H
LID_109566_PID_10429	22577877	0.586585089466118	0.6%	0.5%	RDID_12040	skeletal_muscle	ID10	F	1.22	HH	H
LID_1065985_PID_10503	21349643	0.654867812075359	0.7%	0.6%	RDID_12685	heart	ID11	F	15.12	HH	M
LID_1068665_PID_10540	18759463	0.564942877096215	0.7%	0.5%	RDID_15654	thyroid	ID11	F	15.12	HH	M
LID_1068327_PID_10539	19514624	0.579470708736177	0.7%	0.5%	RDID_15334	thymus	ID11	F	15.12	HH	M
LID_1068775_PID_10541	17663279	0.53585531882274	0.7%	0.5%	RDID_15841	pituitary	ID11	F	15.12	HH	M
LID_106893_PID_10413	25389689	0.582782286147735	0.7%	0.4%	RDID_11928	spleen	ID11	F	15.12	HH	M
LID_110701_PID_10495	44239429	0.660439175198215	0.7%	0.7%	RDID_11784	skeletal_muscle	ID11	F	15.12	HH	M
LID_1066506_PID_10508	44544018	0.633352451500895	0.7%	0.5%	RDID_14312	ovaries	ID11	F	15.12	HH	M
LID_103847_PID_10123	11077150	0.401714339879843	0.6%	0.4%	DID_1003576	whole_blood	ID11	F	15.12	HH	M
LID_108745_PID_10416	35477657	0.62764826888089	0.6%	0.4%	RDID_10778	liver	ID11	F	15.12	HH	M
LID_109067_PID_10429	25242103	0.625398446397275	0.8%	0.6%	RDID_12479	lung	ID11	F	15.12	HH	M
LID_1067653_PID_10520	17401263	0.479878730641563	0.7%	0.5%	RDID_14611	adrenal	ID11	F	15.12	HH	M
LID_111886_PID_10497	23626165	0.623835776987082	0.5%	0.4%	RDID_13976	omental_adipose	ID11	F	15.12	HH	M
LID_108536_PID_10525	36879813	0.52244475860005	0.6%	0.5%	RDID_10789	liver	ID12	M	11.02	HH	H
LID_1066609_PID_10511	22613074	0.527395744603321	0.6%	0.5%	RDID_14445	testis	ID12	M	11.02	HH	H
LID_1068181_PID_10533	14519638	0.543593304461172	0.9%	0.6%	RDID_14163	omental_adipose	ID12	M	11.02	HH	H
LID_1067775_PID_10516	16136649	0.617641308303849	0.7%	0.5%	RDID_12806	heart	ID12	M	11.02	HH	H
LID_1067834_PID_10520	26449061	0.492945326111955	0.7%	0.5%	RDID_15025	adrenal	ID12	M	11.02	HH	H
LID_106887_PID_10413	20029007	0.578181534411566	0.6%	0.4%	RDID_11930	spleen	ID12	M	11.02	HH	H
LID_1067510_PID_10515	9842825	0.570442936860099	0.6%	0.4%	RDID_13360	kidney	ID12	M	11.02	HH	H
LID_1068114_PID_10532	17848460	0.603087157099268	0.8%	0.5%	RDID_15209	thymus	ID12	M	11.02	HH	H
LID_1067706_PID_10524	15597594	0.55632605900628	0.6%	0.4%	RDID_14896	adrenal	ID13	F	13.03	KK	L
LID_1067792_PID_10518	15256493	0.651649432146693	0.7%	0.5%	RDID_12847	heart	ID13	F	13.03	KK	L
LID_1065871_PID_10503	15305697	0.62734993381876	0.4%	0.3%	RDID_14081	omental_adipose	ID13	F	13.03	KK	L
LID_1069503_PID_10540	14602050	0.555146982786664	0.7%	0.5%	RDID_15883	pituitary	ID13	F	13.03	KK	L
LID_108884_PID_10491	37144706	0.607498252913888	0.5%	0.4%	RDID_12162	liver	ID13	F	13.03	KK	L
LID_1068282_PID_10539	19186955	0.564821880282723	0.7%	0.5%	RDID_15289	thymus	ID13	F	13.03	KK	L
LID_109524_PID_10491	12314285	0.617209768979685	0.7%	0.6%	RDID_11260	skeletal_muscle	ID13	F	13.03	KK	L
LID_1066852_PID_10514	16920149	0.644986636938008	0.8%	0.6%	RDID_13142	kidney	ID13	F	13.03	KK	L
LID_108692_PID_10413	15989394	0.689783990562744	0.4%	0.3%	RDID_11992	spleen	ID13	F	13.03	KK	L
LID_108852_PID_10491	12050213	0.585521185393154	0.5%	0.3%	RDID_12096	spleen	ID14	F	12.96	KK	L
LID_109372_PID_10413	21477095	0.650683344279103	0.7%	0.6%	RDID_12196	liver	ID14	F	12.96	KK	L
LID_108906_PID_10491	37356360	0.578487759514043	0.5%	0.3%	RDID_12349	lung	ID14	F	12.96	KK	L
LID_1066593_PID_10511	29252144	0.572204143395438	0.6%	0.5%	RDID_14429	ovaries	ID14	F	12.96	KK	L
LID_1067555_PID_10516	26687931	0.548579955486246	0.7%	0.5%	RDID_15007	adrenal	ID14	F	12.96	KK	L
LID_1067793_PID_10518	24770091	0.741162396214047	0.5%	0.4%	RDID_12848	heart	ID14	F	12.96	KK	L
LID_1067493_PID_10515	40133693	0.55623675100121	0.6%	0.5%	RDID_13343	kidney	ID14	F	12.96	KK	L
LID_1068117_PID_10532	15658825	0.617280032186323	0.7%	0.5%	RDID_15212	thymus	ID14	F	12.96	KK	L
LID_109530_PID_10416	29590546	0.617243122178279	0.8%	0.6%	RDID_11266	skeletal_muscle	ID14	F	12.96	KK	L
LID_1068112_PID_10532	15114857	0.583496820380107	0.8%	0.5%	RDID_15207	thymus	ID15	F	12.11	KK	H
LID_1065890_PID_10503	28696141	0.718643945888055	0.4%	0.4%	RDID_14100	omental_adipose	ID15	F	12.11	KK	H
LID_1069526_PID_10541	20294249	0.532817351358998	0.7%	0.5%	RDID_15906	pituitary	ID15	F	12.11	KK	H
LID_1066526_PID_10510	41105158	0.540739704734866	0.6%	0.5%	RDID_14465	ovaries	ID15	F	12.11	KK	H
LID_1066871_PID_10514	12846825	0.770852331218025	0.6%	0.5%	RDID_13161	kidney	ID15	F	12.11	KK	H
LID_105506_PID_10123	8610301	0.535044245259254	0.8%	0.6%	DID_1003718	whole_blood	ID15	F	12.11	KK	H
LID_1067814_PID_10518	28033214	0.61111112696532	0.8%	0.5%	RDID_12885	heart	ID15	F	12.11	KK	H
LID_1068489_PID_10533	17656484	0.53378350978598	0.7%	0.5%	RDID_15574	thyroid	ID15	F	12.11	KK	H
LID_108803_PID_10413	37282862	0.643762461154404	0.6%	0.3%	RDID_12011	spleen	ID15	F	12.11	KK	H
LID_108913_PID_10429	21679180	0.672841177572214	0.6%	0.4%	RDID_12356	lung	ID15	F	12.11	KK	H
LID_1067725_PID_10524	23297015	0.512302799307122	0.6%	0.5%	RDID_14915	adrenal	ID15	F	12.11	KK	H
LID_108819_PID_10429	17035138	0.640450227054222	0.5%	0.4%	RDID_12102	liver	ID15	F	12.11	KK	H
LID_110682_PID_10491	18121025	0.652908762059541	0.7%	0.6%	RDID_11631	skeletal_muscle	ID15	F	12.11	KK	H
LID_108255_PID_10491	13579830	0.585489950905129	0.5%	0.4%	RDID_10103	liver	ID16	M	7.88	HH	L
LID_1067571_PID_10520	27079314	0.540549771681809	0.7%	0.5%	RDID_14528	adrenal	ID16	M	7.88	HH	L
LID_108644_PID_10416	13318699	0.690487862215371	0.7%	0.5%	RDID_11718	spleen	ID16	M	7.88	HH	L
LID_1068738_PID_10541	24635674	0.649281403869851	0.6%	0.5%	RDID_15804	pituitary	ID16	M	7.88	HH	L
LID_110659_PID_10491	14565629	0.730683721245406	0.6%	0.6%	RDID_12321	skeletal_muscle	ID16	M	7.88	HH	L
LID_1068210_PID_10533	11430394	0.554496371691125	0.8%	0.5%	RDID_15358	thymus	ID16	M	7.88	HH	L
LID_1065952_PID_10503	22359361	0.645862688115282	0.6%	0.5%	RDID_12647	heart	ID16	M	7.88	HH	L
LID_103932_PID_10123	7377357	0.487533814616807	0.6%	0.4%	DID_1003667	whole_blood	ID16	M	7.88	HH	L
LID_1066713_PID_10511	15218364	0.660015886070277	0.8%	0.8%	RDID_12956	kidney	ID16	M	7.88	HH	L
LID_1068280_PID_10539	24967583	0.547749575920104	0.7%	0.4%	RDID_15287	thymus	ID17	M	9.09	KK	L
LID_108706_PID_10471	30132839	0.648074945742749	0.5%	0.3%	RDID_12006	spleen	ID17	M	9.09	KK	L
LID_1066866_PID_10514	30532131	0.633410848394434	0.8%	0.6%	RDID_13156	kidney	ID17	M	9.09	KK	L
LID_108816_PID_10496	27847192	0.575117196735671	0.5%	0.4%	RDID_12099	liver	ID17	M	9.09	KK	L
LID_110685_PID_10491	31185742	0.61395310074713	0.7%	0.6%	RDID_11634	skeletal_muscle	ID17	M	9.09	KK	L
LID_103990_PID_10123	7732110	0.472045793450947	0.7%	0.5%	DID_1003727	whole_blood	ID17	M	9.09	KK	L
LID_1067720_PID_10524	16598205	0.523667408614365	0.8%	0.6%	RDID_14910	adrenal	ID17	M	9.09	KK	L
LID_1065885_PID_10503	21564344	0.769039206571737	0.4%	0.3%	RDID_14095	omental_adipose	ID17	M	9.09	KK	L
LID_1066957_PID_10516	36022781	0.547842128013381	0.5%	0.4%	RDID_14379	testis	ID17	M	9.09	KK	L
LID_1066017_PID_10507	49031167	0.617215066490259	0.8%	0.6%	RDID_12729	heart	ID17	M	9.09	KK	L
LID_1069540_PID_10541	21307262	0.53634582425466	0.7%	0.5%	RDID_15920	pituitary	ID17	M	9.09	KK	L
LID_1067403_PID_10518	24493476	0.647539655049369	0.6%	0.5%	RDID_12511	lung	ID17	M	9.09	KK	L
LID_1067794_PID_10518	22142605	0.608756919070724	0.6%	0.5%	RDID_12849	heart	ID18	F	8.17	KK	L
LID_108914_PID_10471	22971432	0.612437439685954	0.5%	0.4%	RDID_12357	lung	ID18	F	8.17	KK	L
LID_1066873_PID_10514	13241660	0.61937211799729	1.2%	1.0%	RDID_13163	kidney	ID18	F	8.17	KK	L
LID_108805_PID_10415	17643664	0.614810563157403	0.6%	0.4%	RDID_12053	spleen	ID18	F	8.17	KK	L
LID_1067727_PID_10524	11444018	0.540328405635154	0.7%	0.5%	RDID_14917	adrenal	ID18	F	8.17	KK	L
LID_1065892_PID_10503	20727349	0.697216802785537	0.4%	0.3%	RDID_14102	omental_adipose	ID18	F	8.17	KK	L
LID_1066964_PID_10516	37438541	0.605829351095706	0.5%	0.4%	RDID_14386	ovaries	ID18	F	8.17	KK	L
LID_1068221_PID_10533	11995549	0.615267796413486	0.8%	0.6%	RDID_15369	thymus	ID18	F	8.17	KK	L
LID_103988_PID_10123	8713159	0.478194877426201	0.7%	0.5%	DID_1003725	whole_blood	ID18	F	8.17	KK	L
LID_110650_PID_10471	41023225	0.669898307605021	0.5%	0.5%	RDID_12312	skeletal_muscle	ID18	F	8.17	KK	L
LID_109379_PID_10413	24411113	0.652463326846261	0.7%	0.6%	RDID_12203	liver	ID18	F	8.17	KK	L
LID_1066002_PID_10503	43567296	0.574779623688374	0.7%	0.5%	RDID_12714	heart	ID19	M	7.17	KK	M
LID_108780_PID_10416	12083606	0.648955204266011	0.6%	0.3%	RDID_11960	spleen	ID19	M	7.17	KK	M
LID_1065851_PID_10497	26132687	0.550784349118022	0.5%	0.4%	RDID_14021	omental_adipose	ID19	M	7.17	KK	M
LID_109585_PID_10495	17652066	0.728406748535837	0.5%	0.4%	RDID_12496	lung	ID19	M	7.17	KK	M
LID_1066839_PID_10514	32901447	0.669713857873789	0.6%	0.5%	RDID_13129	kidney	ID19	M	7.17	KK	M
LID_1068514_PID_10539	25618668	0.652392661476389	0.7%	0.5%	RDID_15599	thyroid	ID19	M	7.17	KK	M
LID_109351_PID_10413	34190986	0.626885957602978	0.8%	0.6%	RDID_12127	liver	ID19	M	7.17	KK	M
LID_1068314_PID_10539	20724974	0.592947426616796	0.7%	0.5%	RDID_15321	thymus	ID19	M	7.17	KK	M
LID_1067686_PID_10524	9919519	0.595326850021659	0.8%	0.6%	RDID_14828	adrenal	ID19	M	7.17	KK	M
LID_109454_PID_10415	24878281	0.64868340380913	0.7%	0.6%	RDID_11801	skeletal_muscle	ID19	M	7.17	KK	M
LID_1068804_PID_10541	17648862	0.625633822735993	0.6%	0.5%	RDID_15870	pituitary	ID19	M	7.17	KK	M
LID_103971_PID_10123	11389820	0.457404858022339	0.6%	0.5%	DID_1003707	whole_blood	ID20	F	6.15	KK	M
LID_1065883_PID_10503	27980994	0.614447006421573	0.5%	0.3%	RDID_14093	omental_adipose	ID20	F	6.15	KK	M
LID_1066528_PID_10510	37374896	0.565443633609041	0.6%	0.5%	RDID_14467	ovaries	ID20	F	6.15	KK	M
LID_1066864_PID_10514	22068855	0.644451966357113	0.9%	0.7%	RDID_13154	kidney	ID20	F	6.15	KK	M
LID_1068494_PID_10533	19740771	0.583052353932883	0.7%	0.5%	RDID_15579	thyroid	ID20	F	6.15	KK	M
LID_1067815_PID_10520	21130292	0.596914420302379	0.7%	0.5%	RDID_12886	heart	ID20	F	6.15	KK	M
LID_1067718_PID_10524	15505818	0.52967808599327	0.6%	0.5%	RDID_14908	adrenal	ID20	F	6.15	KK	M
LID_109380_PID_10413	32388844	0.641017073656596	0.8%	0.6%	RDID_12204	liver	ID20	F	6.15	KK	M
LID_1068278_PID_10539	25868759	0.674677242924564	0.6%	0.6%	RDID_15285	thymus	ID20	F	6.15	KK	M
LID_108704_PID_10491	19882043	0.636255439141742	0.5%	0.3%	RDID_12004	spleen	ID20	F	6.15	KK	M
LID_108915_PID_10471	22767993	0.649201886174157	0.4%	0.3%	RDID_12358	lung	ID20	F	6.15	KK	M
LID_110651_PID_10471	23480015	0.622554627839888	0.6%	0.6%	RDID_12313	skeletal_muscle	ID20	F	6.15	KK	M
LID_103930_PID_10123	10906788	0.449414254682497	0.7%	0.5%	DID_1003665	whole_blood	ID21	F	6.35	KK	H
LID_1066993_PID_10510	24706536	0.597986459939184	0.6%	0.5%	RDID_14415	ovaries	ID21	F	6.35	KK	H
LID_1066243_PID_10507	22636831	0.610069050743013	0.8%	0.5%	RDID_12379	heart	ID21	F	6.35	KK	H
LID_1067439_PID_10518	23484494	0.620851486091206	0.6%	0.5%	RDID_12928	lung	ID21	F	6.35	KK	H
LID_1067756_PID_10524	22048524	0.524276727095201	0.6%	0.5%	RDID_14978	adrenal	ID21	F	6.35	KK	H
LID_1068084_PID_10532	29330346	0.518365074861374	0.6%	0.5%	RDID_15179	thymus	ID21	F	6.35	KK	H
LID_1068697_PID_10540	24572915	0.563749315048703	0.7%	0.5%	RDID_15686	thyroid	ID21	F	6.35	KK	H
LID_109634_PID_10471	12942125	0.588662680973951	0.7%	0.6%	RDID_11540	skeletal_muscle	ID21	F	6.35	KK	H
LID_103989_PID_10123	9558321	0.48091573823478	0.7%	0.5%	DID_1003726	whole_blood	ID22	M	6.22	KK	L
LID_1065862_PID_10497	20392212	0.605266608644516	0.6%	0.4%	RDID_14072	omental_adipose	ID22	M	6.22	KK	L
LID_1066843_PID_10514	30316384	0.644915369854136	0.8%	0.6%	RDID_13133	kidney	ID22	M	6.22	KK	L
LID_1066009_PID_10507	35537976	0.638119542879988	0.6%	0.5%	RDID_12721	heart	ID22	M	6.22	KK	L
LID_1067395_PID_10518	21919303	0.690520953152571	0.6%	0.5%	RDID_12503	lung	ID22	M	6.22	KK	L
