sample_id	reads	percent_uniquelymapped	perc_chg_meth	perc_chh_meth	sample_name	tissue	monkey_id	sex	age	group	rank
LID_1068729_PID_10541	17570078	0.487844106326677	0.9%	0.6%	RDID_15795	pituitary	ID120	F	5.07	HH	M
LID_1067589_PID_10520	18694402	0.516903295435714	0.7%	0.5%	RDID_14546	adrenal	ID120	F	5.07	HH	M
LID_108476_PID_10414	20209747	0.53697094773131	0.6%	0.4%	RDID_11359	spleen	ID120	F	5.07	HH	M
LID_1066275_PID_10507	14878935	0.634511072197036	0.7%	0.5%	RDID_12586	heart	ID120	F	5.07	HH	M
LID_1066732_PID_10511	16382647	0.590130947703384	1.1%	0.9%	RDID_12975	kidney	ID120	F	5.07	HH	M
LID_103880_PID_10123	7307574	0.483884939105646	0.8%	0.6%	DID_1003612	whole_blood	ID120	F	5.07	HH	M
LID_1068445_PID_10532	15439442	0.570806833563026	0.7%	0.5%	RDID_15530	thyroid	ID121	F	4.16	HH	H
LID_108251_PID_10413	22928084	0.607685448116816	0.9%	0.5%	RDID_10070	liver	ID121	F	4.16	HH	H
LID_109460_PID_10415	40447803	0.647296714731329	0.8%	0.7%	RDID_11871	skeletal_muscle	ID121	F	4.16	HH	H
LID_1067632_PID_10520	22998314	0.477553658933433	0.6%	0.5%	RDID_14589	adrenal	ID121	F	4.16	HH	H
LID_1066775_PID_10515	14295016	0.706697145354717	1.2%	1.0%	RDID_13049	kidney	ID121	F	4.16	HH	H
LID_1068254_PID_10539	30077988	0.555572500394641	0.7%	0.5%	RDID_15261	thymus	ID121	F	4.16	HH	H
LID_111862_PID_10497	15148877	0.562241346338742	0.5%	0.3%	RDID_13952	omental_adipose	ID121	F	4.16	HH	H
LID_108556_PID_10414	14744729	0.541027441060463	0.7%	0.5%	RDID_11554	spleen	ID121	F	4.16	HH	H
LID_103865_PID_10123	11688333	0.445208824902576	0.6%	0.4%	DID_1003595	whole_blood	ID121	F	4.16	HH	H
LID_1066552_PID_10511	27825754	0.531751125234558	0.5%	0.4%	RDID_14492	ovaries	ID122	F	5.31	KK	L
LID_105498_PID_10123	17352309	0.496915597803151	0.8%	0.6%	DID_1003653	whole_blood	ID122	F	5.31	KK	L
LID_1067485_PID_10515	20552137	0.553522390396677	0.7%	0.5%	RDID_13247	kidney	ID122	F	5.31	KK	L
LID_1067446_PID_10518	31853926	0.56810099326532	0.7%	0.5%	RDID_12935	lung	ID122	F	5.31	KK	L
LID_1068105_PID_10532	14299251	0.624038979384305	0.7%	0.5%	RDID_15200	thymus	ID122	F	5.31	KK	L
LID_1067825_PID_10520	25248471	0.514423031794678	0.7%	0.5%	RDID_12904	heart	ID122	F	5.31	KK	L
LID_1068673_PID_10540	18359165	0.542214474351094	0.7%	0.5%	RDID_15662	thyroid	ID122	F	5.31	KK	L
LID_110640_PID_10471	25512208	0.719389517363609	0.5%	0.5%	RDID_12302	skeletal_muscle	ID122	F	5.31	KK	L
LID_108844_PID_10491	21777146	0.581204626170941	0.5%	0.3%	RDID_12088	spleen	ID122	F	5.31	KK	L
LID_103863_PID_10123	10331477	0.436939655385188	0.7%	0.5%	DID_1003592	whole_blood	ID123	M	3.19	HH	L
LID_1066301_PID_10507	29740924	0.640237337616007	0.6%	0.5%	RDID_12619	heart	ID123	M	3.19	HH	L
LID_1067616_PID_10520	24162450	0.500099948473768	0.7%	0.6%	RDID_14573	adrenal	ID123	M	3.19	HH	L
LID_108350_PID_10414	35134129	0.565558036176164	0.7%	0.6%	RDID_10696	liver	ID123	M	3.19	HH	L
LID_1068759_PID_10541	14122272	0.598182218838442	0.7%	0.5%	RDID_15825	pituitary	ID123	M	3.19	HH	L
LID_1068212_PID_10533	16749356	0.543462566560768	0.8%	0.5%	RDID_15360	thymus	ID123	M	3.19	HH	L
LID_108548_PID_10413	32688993	0.586821258152553	0.6%	0.5%	RDID_11522	spleen	ID123	M	3.19	HH	L
LID_109434_PID_10415	37610900	0.656744800044668	0.7%	0.6%	RDID_12439	lung	ID123	M	3.19	HH	L
LID_109494_PID_10416	28789973	0.722255939593969	0.6%	0.7%	RDID_11903	skeletal_muscle	ID123	M	3.19	HH	L
LID_111846_PID_10497	18533100	0.634529409542926	0.5%	0.4%	RDID_13936	omental_adipose	ID123	M	3.19	HH	L
LID_103985_PID_10123	19664024	0.426970339336445	0.6%	0.4%	DID_1003722	whole_blood	ID124	M	4.23	KK	L
LID_1065869_PID_10503	22635637	0.59656779263601	0.5%	0.3%	RDID_14079	omental_adipose	ID124	M	4.23	KK	L
LID_1066850_PID_10514	27965997	0.628102191386204	0.8%	0.6%	RDID_13140	kidney	ID124	M	4.23	KK	L
LID_1066012_PID_10507	12184203	0.628039109328694	0.8%	0.6%	RDID_12724	heart	ID124	M	4.23	KK	L
LID_1067704_PID_10524	19775431	0.53009630991102	0.7%	0.5%	RDID_14894	adrenal	ID124	M	4.23	KK	L
LID_1066941_PID_10516	32984937	0.597734747833534	0.7%	0.5%	RDID_14363	testis	ID124	M	4.23	KK	L
LID_1067398_PID_10518	19239410	0.549326200751478	0.6%	0.5%	RDID_12506	lung	ID124	M	4.23	KK	L
LID_1068299_PID_10539	21261815	0.628032319912482	0.7%	0.5%	RDID_15306	thymus	ID124	M	4.23	KK	L
LID_1069522_PID_10541	41695052	0.491815623590061	0.7%	0.5%	RDID_15902	pituitary	ID124	M	4.23	KK	L
LID_1068706_PID_10540	22798774	0.614055299640235	0.7%	0.5%	RDID_15695	thyroid	ID124	M	4.23	KK	L
LID_108798_PID_10429	15491663	0.664594498344045	0.6%	0.4%	RDID_11990	spleen	ID124	M	4.23	KK	L
LID_109360_PID_10413	26510263	0.700004070121824	0.7%	0.6%	RDID_12136	liver	ID124	M	4.23	KK	L
LID_110690_PID_10497	16975951	0.632825872317845	0.8%	0.7%	RDID_11639	skeletal_muscle	ID124	M	4.23	KK	L
LID_1068324_PID_10539	22357699	0.55838706836513	0.7%	0.5%	RDID_15331	thymus	ID125	M	4.19	KK	L
LID_108672_PID_10471	15068790	0.603860429404086	0.5%	0.3%	RDID_11944	spleen	ID125	M	4.19	KK	L
LID_1068810_PID_10541	20755621	0.540402332457314	0.7%	0.5%	RDID_15876	pituitary	ID125	M	4.19	KK	L
LID_108878_PID_10414	14920008	0.578168590794321	0.5%	0.4%	RDID_12156	liver	ID125	M	4.19	KK	L
LID_109551_PID_10429	20460136	0.623096835719958	0.5%	0.4%	RDID_12486	lung	ID125	M	4.19	KK	L
LID_1065992_PID_10503	14008380	0.68261190801506	0.6%	0.5%	RDID_12692	heart	ID125	M	4.19	KK	L
LID_1066816_PID_10514	17668398	0.642821607256074	1.1%	0.9%	RDID_13106	kidney	ID125	M	4.19	KK	L
LID_1067670_PID_10524	29244830	0.537692850326023	0.7%	0.5%	RDID_14644	adrenal	ID125	M	4.19	KK	L
LID_1066907_PID_10514	29244194	0.609368786159742	0.7%	0.5%	RDID_14329	testis	ID125	M	4.19	KK	L
LID_109444_PID_10415	10886639	0.627861362905484	0.7%	0.6%	RDID_11791	skeletal_muscle	ID125	M	4.19	KK	L
LID_1068638_PID_10540	19272836	0.564526518048511	0.7%	0.5%	RDID_15627	thyroid	ID125	M	4.19	KK	L
LID_1065835_PID_10497	18585514	0.743005816250226	0.4%	0.4%	RDID_14005	omental_adipose	ID125	M	4.19	KK	L
LID_103913_PID_10123	11747931	0.44629381973728	0.7%	0.4%	DID_1003648	whole_blood	ID126	F	16.99	KK	M
LID_1065856_PID_10497	53008446	0.590032029990089	0.5%	0.4%	RDID_14026	omental_adipose	ID126	F	16.99	KK	M
LID_108961_PID_10414	17360155	0.663766250934971	0.7%	0.6%	RDID_12256	liver	ID126	F	16.99	KK	M
LID_108785_PID_10416	65904825	0.63144197712383	0.5%	0.3%	RDID_11965	spleen	ID126	F	16.99	KK	M
LID_110641_PID_10471	29994951	0.648530280979622	0.5%	0.5%	RDID_12303	skeletal_muscle	ID126	F	16.99	KK	M
LID_1068816_PID_10541	23090634	0.56010722789162	0.7%	0.5%	RDID_15882	pituitary	ID126	F	16.99	KK	M
LID_1067448_PID_10518	28869197	0.627143733855846	0.6%	0.5%	RDID_12936	lung	ID126	F	16.99	KK	M
LID_1068218_PID_10533	13366348	0.637512654915165	0.8%	0.6%	RDID_15366	thymus	ID126	F	16.99	KK	M
LID_1066553_PID_10511	30129470	0.582396570533766	0.6%	0.5%	RDID_14493	ovaries	ID126	F	16.99	KK	M
LID_1067826_PID_10520	14761357	0.515184274724878	0.7%	0.5%	RDID_12905	heart	ID126	F	16.99	KK	M
LID_1067691_PID_10524	50884194	0.510771458814892	0.6%	0.4%	RDID_14833	adrenal	ID126	F	16.99	KK	M
LID_1066836_PID_10514	13321018	0.621113716684416	0.8%	0.6%	RDID_13126	kidney	ID126	F	16.99	KK	M
LID_1068509_PID_10539	25207862	0.655507555539617	0.6%	0.5%	RDID_15594	thyroid	ID126	F	16.99	KK	M
LID_105628_PID_10123	13672914	0.426050364977063	0.8%	0.5%	DID_1003524	whole_blood	ID127	M	13.94	HH	L
LID_109394_PID_10495	17057785	0.662051608693626	0.9%	0.8%	RDID_12399	lung	ID127	M	13.94	HH	L
LID_1068735_PID_10541	19676831	0.532262893349036	0.8%	0.6%	RDID_15801	pituitary	ID127	M	13.94	HH	L
LID_108649_PID_10414	12010688	0.602739160321207	0.7%	0.5%	RDID_11723	spleen	ID127	M	13.94	HH	L
LID_1065956_PID_10503	19600785	0.656586866291325	0.7%	0.6%	RDID_12651	heart	ID127	M	13.94	HH	L
LID_110663_PID_10491	55864780	0.666678468974549	1.0%	0.9%	RDID_12325	skeletal_muscle	ID127	M	13.94	HH	L
LID_1067576_PID_10520	20543747	0.521059181657562	0.7%	0.5%	RDID_14533	adrenal	ID127	M	13.94	HH	L
LID_108259_PID_10414	16142367	0.593116858264962	0.6%	0.5%	RDID_10237	liver	ID127	M	13.94	HH	L
LID_1068485_PID_10533	12374649	0.636495144225909	0.6%	0.5%	RDID_15570	thyroid	ID127	M	13.94	HH	L
LID_1067529_PID_10515	21307183	0.630400977923736	0.6%	0.5%	RDID_13845	kidney	ID127	M	13.94	HH	L
LID_1068131_PID_10532	10871860	0.667601036069265	0.7%	0.5%	RDID_15226	thymus	ID127	M	13.94	HH	L
LID_1067507_PID_10515	24301522	0.568786638137315	0.7%	0.5%	RDID_13357	kidney	ID128	F	13.82	HH	H
LID_109617_PID_10471	19222925	0.564938478405342	0.5%	0.4%	RDID_11334	skeletal_muscle	ID128	F	13.82	HH	H
LID_1067831_PID_10520	19819920	0.563992286548079	0.6%	0.5%	RDID_15022	adrenal	ID128	F	13.82	HH	H
LID_1066608_PID_10511	17353861	0.559604286331439	0.7%	0.5%	RDID_14444	ovaries	ID128	F	13.82	HH	H
LID_103877_PID_10123	13882438	0.472164615465958	0.7%	0.5%	DID_1003609	whole_blood	ID128	F	13.82	HH	H
LID_108460_PID_10415	13219642	0.664835250455345	0.7%	0.5%	RDID_10978	liver	ID128	F	13.82	HH	H
LID_1068075_PID_10532	26983029	0.577666873500377	0.7%	0.4%	RDID_15170	thymus	ID128	F	13.82	HH	H
LID_1067772_PID_10516	31576247	0.589546281418435	0.6%	0.5%	RDID_12803	heart	ID128	F	13.82	HH	H
LID_106886_PID_10413	14619598	0.581681726132278	0.6%	0.4%	RDID_11929	spleen	ID128	F	13.82	HH	H
LID_1068686_PID_10540	17381748	0.621345160452217	0.7%	0.5%	RDID_15675	thyroid	ID128	F	13.82	HH	H
LID_1067603_PID_10520	27487745	0.527087034603966	0.6%	0.5%	RDID_14560	adrenal	ID129	F	12.03	HH	L
LID_109421_PID_10414	21256815	0.692563443770857	0.6%	0.6%	RDID_12426	lung	ID129	F	12.03	HH	L
LID_1068242_PID_10539	30073987	0.582700591045677	0.6%	0.4%	RDID_15249	thymus	ID129	F	12.03	HH	L
LID_109544_PID_10429	42202322	0.629036644002669	0.8%	0.6%	RDID_12018	skeletal_muscle	ID129	F	12.03	HH	L
LID_1068751_PID_10541	21514829	0.55470698837532	0.7%	0.5%	RDID_15817	pituitary	ID129	F	12.03	HH	L
LID_1066746_PID_10511	18994894	0.575267542951279	1.0%	0.8%	RDID_13005	kidney	ID129	F	12.03	HH	L
LID_1066288_PID_10507	17913382	0.681382946000928	0.6%	0.5%	RDID_12599	heart	ID129	F	12.03	HH	L
LID_111833_PID_10503	34431231	0.651170618907003	0.4%	0.3%	RDID_13923	omental_adipose	ID129	F	12.03	HH	L
LID_1068466_PID_10532	38698512	0.577061050822833	0.6%	0.5%	RDID_15551	thyroid	ID129	F	12.03	HH	L
LID_106033_PID_10414	18680285	0.508809100075293	0.6%	0.4%	RDID_11413	spleen	ID129	F	12.03	HH	L
LID_108322_PID_10415	18540968	0.625429535286399	0.7%	0.5%	RDID_10684	liver	ID129	F	12.03	HH	L
LID_1067639_PID_10520	17245502	0.505765387403626	0.6%	0.4%	RDID_14596	adrenal	ID130	F	11.17	HH	L
LID_1068446_PID_10532	18945529	0.594353211251056	0.7%	0.5%	RDID_15531	thyroid	ID130	F	11.17	HH	L
LID_1065973_PID_10503	17395598	0.650588901858965	0.6%	0.5%	RDID_12673	heart	ID130	F	11.17	HH	L
LID_109468_PID_10415	34671086	0.648279231864845	0.7%	0.6%	RDID_11879	skeletal_muscle	ID130	F	11.17	HH	L
LID_108250_PID_10413	10227992	0.663906072668027	0.6%	0.4%	RDID_10069	liver	ID130	F	11.17	HH	L
LID_1068244_PID_10539	19023607	0.611425372696145	0.7%	0.5%	RDID_15251	thymus	ID130	F	11.17	HH	L
LID_108991_PID_10471	25038156	0.569303026948151	0.6%	0.4%	RDID_12463	lung	ID130	F	11.17	HH	L
LID_103819_PID_10123	14342120	0.478053593192638	0.7%	0.5%	DID_1003517	whole_blood	ID130	F	11.17	HH	L
LID_108659_PID_10414	35315698	0.616198297992015	0.6%	0.5%	RDID_11922	spleen	ID130	F	11.17	HH	L
LID_111870_PID_10497	20143995	0.640388860303033	0.5%	0.4%	RDID_13960	omental_adipose	ID130	F	11.17	HH	L
LID_1068693_PID_10540	19463355	0.629480272029154	0.7%	0.5%	RDID_15682	thyroid	ID131	F	12.18	KK	L
LID_1067752_PID_10524	33507905	0.499563132938332	0.7%	0.5%	RDID_14958	adrenal	ID131	F	12.18	KK	L
LID_1066244_PID_10507	30928866	0.618539069618653	0.8%	0.6%	RDID_12380	heart	ID131	F	12.18	KK	L
LID_103978_PID_10123	7110418	0.448440162027043	0.7%	0.5%	DID_1003714	whole_blood	ID131	F	12.18	KK	L
LID_1068119_PID_10532	20246805	0.572180993495023	0.7%	0.5%	RDID_15214	thymus	ID131	F	12.18	KK	L
LID_1067447_PID_10518	26375470	0.596521464830769	0.7%	0.5%	RDID_12937	lung	ID131	F	12.18	KK	L
LID_1066898_PID_10514	22843374	0.643036094405319	0.8%	0.6%	RDID_13237	kidney	ID131	F	12.18	KK	L
LID_1066989_PID_10510	33304566	0.629921284667093	0.6%	0.5%	RDID_14411	ovaries	ID131	F	12.18	KK	L
LID_110620_PID_10471	20918406	0.647861505317375	0.7%	0.5%	RDID_12282	skeletal_muscle	ID131	F	12.18	KK	L
LID_1065917_PID_10503	18064855	0.581291463452101	0.6%	0.4%	RDID_14127	omental_adipose	ID131	F	12.18	KK	L
LID_1066899_PID_10514	17917899	0.629820326590746	1.0%	0.7%	RDID_13238	kidney	ID132	F	12.15	KK	M
LID_108739_PID_10414	96887194	0.612185280131036	0.4%	0.3%	RDID_12079	spleen	ID132	F	12.15	KK	M
LID_109522_PID_10491	21076450	0.601364935745821	0.7%	0.6%	RDID_11155	skeletal_muscle	ID132	F	12.15	KK	M
LID_1068694_PID_10540	15974479	0.625247183335369	0.7%	0.5%	RDID_15683	thyroid	ID132	F	12.15	KK	M
LID_1066555_PID_10511	31976563	0.63583916132575	0.6%	0.5%	RDID_14495	ovaries	ID132	F	12.15	KK	M
LID_1066247_PID_10507	18568747	0.628177657867814	0.8%	0.6%	RDID_12383	heart	ID132	F	12.15	KK	M
LID_108975_PID_10495	41406438	0.604871614409334	0.7%	0.5%	RDID_12271	liver	ID132	F	12.15	KK	M
LID_1065918_PID_10503	25807924	0.633226136282794	0.6%	0.4%	RDID_14128	omental_adipose	ID132	F	12.15	KK	M
LID_1068219_PID_10533	17211119	0.611264148484477	0.8%	0.5%	RDID_15367	thymus	ID132	F	12.15	KK	M
LID_103926_PID_10123	13770398	0.509870520808476	0.6%	0.4%	DID_1003661	whole_blood	ID132	F	12.15	KK	M
LID_109536_PID_10416	54616510	0.648961348866854	0.6%	0.6%	RDID_11351	skeletal_muscle	ID133	F	13.11	KK	L
LID_1067848_PID_10524	23251568	0.510705729609289	0.6%	0.4%	RDID_15039	adrenal	ID133	F	13.11	KK	L
LID_108916_PID_10429	8550021	0.611529609108562	0.6%	0.4%	RDID_12224	spleen	ID133	F	13.11	KK	L
LID_1067437_PID_10518	47055363	0.664012155213849	0.6%	0.5%	RDID_12926	lung	ID133	F	13.11	KK	L
LID_108874_PID_10414	19610350	0.581741733319395	0.6%	0.4%	RDID_12152	liver	ID133	F	13.11	KK	L
LID_1068195_PID_10533	12653145	0.586083617946368	0.8%	0.6%	RDID_14177	omental_adipose	ID133	F	13.11	KK	L
LID_1068715_PID_10540	21883924	0.644060635560606	0.7%	0.5%	RDID_15704	thyroid	ID133	F	13.11	KK	L
LID_1067480_PID_10515	22929947	0.576142674904569	0.6%	0.6%	RDID_14458	ovaries	ID133	F	13.11	KK	L
LID_1067789_PID_10516	7840964	0.677043919599682	0.6%	0.5%	RDID_12844	heart	ID133	F	13.11	KK	L
LID_1068798_PID_10541	20421538	0.545490599189934	0.7%	0.5%	RDID_15864	pituitary	ID133	F	13.11	KK	L
LID_1067524_PID_10515	24266219	0.559083720459294	0.6%	0.5%	RDID_13710	kidney	ID133	F	13.11	KK	L
LID_1068123_PID_10532	20416281	0.634600248693677	0.7%	0.5%	RDID_15218	thymus	ID133	F	13.11	KK	L
LID_1067651_PID_10520	14296332	0.558716529526595	0.6%	0.5%	RDID_14609	adrenal	ID134	F	8.04	HH	M
LID_1068215_PID_10533	18749780	0.598863666667022	0.8%	0.6%	RDID_15363	thymus	ID134	F	8.04	HH	M
LID_108740_PID_10491	7952970	0.601942418995671	0.5%	0.4%	RDID_10728	liver	ID134	F	8.04	HH	M
LID_109003_PID_10471	42741974	0.601594652600743	0.7%	0.5%	RDID_12477	lung	ID134	F	8.04	HH	M
LID_1066797_PID_10515	14464707	0.657692962602008	0.9%	0.7%	RDID_13071	kidney	ID134	F	8.04	HH	M
LID_105622_PID_10123	13127332	0.358022787874947	0.6%	0.4%	DID_1003505	whole_blood	ID134	F	8.04	HH	M
LID_1065983_PID_10503	15138612	0.639502551488868	0.7%	0.7%	RDID_12683	heart	ID134	F	8.04	HH	M
LID_1068783_PID_10541	14665870	0.554255424328731	0.7%	0.5%	RDID_15849	pituitary	ID134	F	8.04	HH	M
LID_1068647_PID_10540	19488453	0.575126666031419	0.7%	0.5%	RDID_15636	thyroid	ID134	F	8.04	HH	M
LID_110699_PID_10491	15276012	0.711165453391893	0.7%	0.9%	RDID_11782	skeletal_muscle	ID134	F	8.04	HH	M
LID_111884_PID_10497	23185181	0.540356100735207	0.5%	0.4%	RDID_13974	omental_adipose	ID134	F	8.04	HH	M
LID_108624_PID_10413	38087463	0.635217525514892	0.8%	0.5%	RDID_11648	spleen	ID134	F	8.04	HH	M
LID_108433_PID_10415	11786060	0.572905534164937	0.7%	0.6%	RDID_10354	liver	ID135	M	7.05	HH	M
LID_108467_PID_10415	21832920	0.666126290024422	0.8%	0.8%	RDID_11326	spleen	ID135	M	7.05	HH	M
LID_1067588_PID_10520	20677003	0.53893613112113	0.6%	0.5%	RDID_14545	adrenal	ID135	M	7.05	HH	M
LID_1066274_PID_10507	10663340	0.627264346818164	0.7%	0.5%	RDID_12585	heart	ID135	M	7.05	HH	M
LID_1068137_PID_10532	15929276	0.594555584321597	0.7%	0.5%	RDID_15232	thymus	ID135	M	7.05	HH	M
LID_1068727_PID_10541	20680193	0.541408535210479	0.7%	0.5%	RDID_15793	pituitary	ID135	M	7.05	HH	M
LID_109406_PID_10414	29686916	0.735426340681531	0.6%	0.6%	RDID_12411	lung	ID135	M	7.05	HH	M
LID_103844_PID_10123	11026507	0.454836604193876	0.8%	0.5%	DID_1003573	whole_blood	ID135	M	7.05	HH	M
LID_1066731_PID_10511	17836511	0.614240755941563	1.3%	1.1%	RDID_12974	kidney	ID135	M	7.05	HH	M
LID_111818_PID_10503	25004841	0.673072826177939	0.5%	0.4%	RDID_13908	omental_adipose	ID135	M	7.05	HH	M
LID_109374_PID_10413	28997411	0.657134907664688	0.9%	0.7%	RDID_12198	liver	ID136	F	8.17	KK	M
LID_1067715_PID_10524	13563259	0.518950644531672	0.7%	0.5%	RDID_14905	adrenal	ID136	F	8.17	KK	M
LID_1066556_PID_10511	58731670	0.604130616411895	0.6%	0.5%	RDID_14496	ovaries	ID136	F	8.17	KK	M
LID_1068276_PID_10539	26262886	0.602835727954651	0.7%	0.5%	RDID_15283	thymus	ID136	F	8.17	KK	M
LID_108701_PID_10429	11619159	0.678788284074605	0.5%	0.3%	RDID_12001	spleen	ID136	F	8.17	KK	M
LID_1068493_PID_10533	18651920	0.574180406092241	0.7%	0.5%	RDID_15578	thyroid	ID136	F	8.17	KK	M
LID_108908_PID_10429	18378766	0.645839279960363	0.5%	0.3%	RDID_12351	lung	ID136	F	8.17	KK	M
LID_103954_PID_10123	8750004	0.505298740434862	0.7%	0.5%	DID_1003690	whole_blood	ID136	F	8.17	KK	M
LID_1066861_PID_10514	30332098	0.642706350216856	0.7%	0.5%	RDID_13151	kidney	ID136	F	8.17	KK	M
LID_1069532_PID_10541	17004688	0.522311788372712	0.6%	0.4%	RDID_15912	pituitary	ID136	F	8.17	KK	M
LID_109532_PID_10416	33715801	0.620665871174171	0.7%	0.6%	RDID_11268	skeletal_muscle	ID136	F	8.17	KK	M
LID_108953_PID_10416	15464077	0.661881210239706	0.8%	0.6%	RDID_12248	liver	ID137	F	8.26	KK	L
LID_1067667_PID_10524	32029228	0.655381453464941	0.6%	0.5%	RDID_14641	adrenal	ID137	F	8.26	KK	L
LID_1065832_PID_10497	14490275	0.604122834107703	0.6%	0.5%	RDID_14002	omental_adipose	ID137	F	8.26	KK	L
LID_1068802_PID_10541	20929542	0.554531293613592	0.7%	0.5%	RDID_15868	pituitary	ID137	F	8.26	KK	L
LID_110630_PID_10471	71702780	0.59855960954373	0.5%	0.4%	RDID_12292	skeletal_muscle	ID137	F	8.26	KK	L
LID_1066557_PID_10511	32222146	0.576006452208366	0.6%	0.5%	RDID_14497	ovaries	ID137	F	8.26	KK	L
LID_103920_PID_10123	11439992	0.47646056046193	0.6%	0.4%	DID_1003655	whole_blood	ID137	F	8.26	KK	L
LID_108669_PID_10497	25820843	0.621904521087867	0.6%	0.4%	RDID_11941	spleen	ID137	F	8.26	KK	L
LID_1066813_PID_10514	22437353	0.60319967333045	0.6%	0.5%	RDID_13087	kidney	ID137	F	8.26	KK	L
LID_1068319_PID_10539	29770304	0.545463895833916	0.7%	0.5%	RDID_15326	thymus	ID137	F	8.26	KK	L
LID_1068632_PID_10540	17929055	0.57773602680119	0.7%	0.5%	RDID_15621	thyroid	ID137	F	8.26	KK	L
LID_1067449_PID_10518	28299588	0.63984889108633	0.6%	0.5%	RDID_12938	lung	ID137	F	8.26	KK	L
LID_1067401_PID_10518	35350286	0.574240304590464	0.6%	0.5%	RDID_12509	lung	ID138	M	8.12	KK	M
LID_103972_PID_10123	11967504	0.45448424333094	0.6%	0.4%	DID_1003708	whole_blood	ID138	M	8.12	KK	M
LID_1066015_PID_10507	10201611	0.63559049644218	0.8%	0.6%	RDID_12727	heart	ID138	M	8.12	KK	M
LID_109547_PID_10429	37895888	0.631506906501307	0.8%	0.6%	RDID_12139	liver	ID138	M	8.12	KK	M
LID_1066951_PID_10516	13459974	0.590404929459745	0.8%	0.5%	RDID_14373	testis	ID138	M	8.12	KK	M
LID_108700_PID_10429	10286222	0.684371093682404	0.4%	0.3%	RDID_12000	spleen	ID138	M	8.12	KK	M
LID_1067714_PID_10524	22114117	0.520319622076703	0.7%	0.5%	RDID_14904	adrenal	ID138	M	8.12	KK	M
LID_1069504_PID_10540	22628121	0.540204686018782	0.7%	0.5%	RDID_15884	pituitary	ID138	M	8.12	KK	M
LID_110687_PID_10491	21399927	0.626622604834119	0.6%	0.6%	RDID_11636	skeletal_muscle	ID138	M	8.12	KK	M
LID_1068277_PID_10539	20380954	0.565824151313035	0.7%	0.5%	RDID_15284	thymus	ID138	M	8.12	KK	M
LID_109631_PID_10471	39252150	0.618426837765575	0.5%	0.5%	RDID_11549	skeletal_muscle	ID139	M	8.2	KK	M
LID_1068668_PID_10540	24263408	0.609501682533633	0.7%	0.5%	RDID_15657	thyroid	ID139	M	8.2	KK	M
LID_103966_PID_10123	10740185	0.482761237352988	0.6%	0.5%	DID_1003702	whole_blood	ID139	M	8.2	KK	M
LID_1067762_PID_10518	12150452	0.740788326228522	0.5%	0.4%	RDID_12769	heart	ID139	M	8.2	KK	M
LID_1067558_PID_10516	16213638	0.559922208698628	0.8%	0.5%	RDID_15010	adrenal	ID139	M	8.2	KK	M
LID_108855_PID_10495	20736414	0.582986286828571	0.5%	0.4%	RDID_12211	spleen	ID139	M	8.2	KK	M
LID_1067427_PID_10518	13817783	0.654115063176198	0.7%	0.5%	RDID_12535	lung	ID139	M	8.2	KK	M
LID_109365_PID_10413	17045269	0.631416611846959	0.8%	0.6%	RDID_12141	liver	ID139	M	8.2	KK	M
LID_1068222_PID_10533	14190377	0.5641830375613	0.8%	0.6%	RDID_15370	thymus	ID139	M	8.2	KK	M
LID_1067496_PID_10515	25684224	0.573598057702658	0.7%	0.5%	RDID_13346	kidney	ID139	M	8.2	KK	M
LID_1066596_PID_10511	13837349	0.54306131904312	0.7%	0.5%	RDID_14432	testis	ID139	M	8.2	KK	M
LID_1068092_PID_10532	13422035	0.630145056245197	0.6%	0.5%	RDID_15187	thymus	ID140	F	7.31	KK	L
LID_1066892_PID_10514	33871604	0.633041913220289	0.8%	0.6%	RDID_13231	kidney	ID140	F	7.31	KK	L
LID_1067827_PID_10520	19218774	0.698324825506559	0.6%	0.5%	RDID_12906	heart	ID140	F	7.31	KK	L
LID_1067746_PID_10524	23762580	0.481311414837951	0.7%	0.5%	RDID_14952	adrenal	ID140	F	7.31	KK	L
LID_1068696_PID_10540	22908204	0.691558447794511	0.6%	0.5%	RDID_15685	thyroid	ID140	F	7.31	KK	L
LID_1065911_PID_10503	29115384	0.581791502389252	0.5%	0.3%	RDID_14121	omental_adipose	ID140	F	7.31	KK	L
LID_105646_PID_10123	7750873	0.433349765890887	0.7%	0.5%	DID_1003624	whole_blood	ID140	F	7.31	KK	L
LID_1066558_PID_10511	35744253	0.564708654003764	0.6%	0.5%	RDID_14498	ovaries	ID140	F	7.31	KK	L
LID_108732_PID_10415	24613869	0.595220767608701	0.4%	0.3%	RDID_12072	spleen	ID140	F	7.31	KK	L
LID_108892_PID_10491	52551080	0.584375316358865	0.6%	0.4%	RDID_12170	liver	ID141	F	6.03	KK	L
LID_109535_PID_10416	36176295	0.626613864133958	0.6%	0.5%	RDID_11271	skeletal_muscle	ID141	F	6.03	KK	L
LID_1069509_PID_10540	20851357	0.507433113346052	0.7%	0.5%	RDID_15889	pituitary	ID141	F	6.03	KK	L
LID_108904_PID_10429	15159278	0.632811074511596	0.7%	0.4%	RDID_12347	lung	ID141	F	6.03	KK	L
LID_103992_PID_10123	13691413	0.468185935228161	0.6%	0.4%	DID_1003729	whole_blood	ID141	F	6.03	KK	L
LID_1068498_PID_10533	11614591	0.622305167698114	0.7%	0.5%	RDID_15583	thyroid	ID141	F	6.03	KK	L
