"body_weight_kg"	"tissue"	"chronological_age"	"group"	"monkey_id"	"Residual_adult"	"individual_sex"	"bw_adj"
5.2	"blood"	4	"KK"	"6S7"	-0.133699673066948	"M"	-0.844811344910566
6.24	"blood"	8	"KK"	"6K6"	1.8826715623558	"F"	-0.474409910678962
6	"blood"	5	"KK"	"9Q5"	-0.225484786323733	"F"	0.335165074408278
4.98	"blood"	4	"KK"	"0T8"	-1.83990312068668	"F"	-0.101331017781738
7.32	"blood"	11	"KK"	"7F0"	1.71811177720416	"F"	0.390994023799221
6.42	"blood"	15	"KK"	"37V"	-1.66134731452706	"F"	-0.506307863908405
7.08	"blood"	4	"KK"	"8S9"	-0.477295426241446	"M"	1.03518865508943
7.1	"blood"	15	"KK"	"44V"	0.0385098184388671	"F"	0.173692136091594
8.94	"blood"	6	"KK"	"3O3"	0.0547542551257479	"M"	-0.0463523031703656
5.68	"blood"	5	"KK"	"3R9"	-0.507653441715309	"F"	0.015165074408278
9.44	"blood"	8	"KK"	"6L4"	1.47896388228113	"M"	-0.66402412343255
4.66	"blood"	4	"KK"	"6U6"	-2.23085564161696	"F"	-0.421331017781738
7.68	"blood"	9	"KK"	"7I8"	0.316473285863203	"F"	0.837754175719522
5.08	"blood"	6	"KK"	"1O9"	1.4990502407389	"F"	-1.06758410345542
10.72	"blood"	8	"KK"	"6L3"	-0.777925486496737	"M"	0.615975876567451
4.64	"blood"	4	"KK"	"3T1"	-0.484078908055421	"M"	-1.40481134491057
6.02	"blood"	12	"KK"	"6D4"	1.42075062983956	"F"	-0.920184501703217
5.1	"blood"	5	"KK"	"4Q4"	-0.643760345699618	"F"	-0.564834925591722
12.76	"blood"	8	"KK"	"0L5"	-1.23272565080507	"M"	2.65597587656745
5.4	"blood"	4	"KK"	"4T2"	-0.0783743754664223	"M"	-0.644811344910566
6.08	"blood"	4	"KK"	"5S1"	-0.532768120825625	"M"	0.035188655089434
9.28	"blood"	8	"KK"	"2K0"	0.170051422632575	"M"	-0.82402412343255
5.74	"blood"	8	"KK"	"1L1"	1.37158960442144	"F"	-0.974409910678962
10.76	"blood"	6	"KK"	"1P5"	0.213629602980062	"M"	1.77364769682963
5.32	"blood"	5	"KK"	"3Q3"	-0.158191120622947	"F"	-0.344834925591722
6.92	"blood"	6	"KK"	"6O7"	-2.10306040710384	"F"	0.772415896544583
6.06	"blood"	5	"KK"	"4R4"	2.73039788084266	"F"	0.395165074408278
10.14	"blood"	14	"KK"	"98Z"	-1.10634790603478	"M"	-0.117645195907892
9.62	"blood"	16	"KK"	"42T"	0.264473610619656	"M"	-0.111154179739578
4.98	"blood"	4	"KK"	"2T2"	0.192181070946371	"M"	-1.06481134491057
6.92	"blood"	7	"KK"	"5M5"	-1.68717274444112	"F"	0.427661175946873
4.8	"blood"	3	"HH"	"3R7"	-2.47535292604319	"M"	0.840248516197127
5.58	"blood"	7	"HH"	"5I9"	1.27777580529484	"F"	-0.912338824053127
7.16	"blood"	14	"HH"	"94S"	-0.345454843890543	"F"	0.221757207121747
10.62	"blood"	12	"HH"	"3A6"	0.322346409012624	"M"	0.072194804421104
4.24	"blood"	3	"HH"	"4Q6"	-1.15372506835418	"F"	-0.207449744998611
5.84	"blood"	5	"HH"	"3N4"	2.35477509794443	"F"	0.175165074408278
5.1	"blood"	3	"HH"	"6R4"	-0.211743401111226	"F"	0.652550255001388
5.18	"blood"	7	"HH"	"9I5"	0.770908728872786	"F"	-1.31233882405313
10.28	"blood"	16	"HH"	"94O"	-0.858677344792902	"M"	0.548845820260422
8.36	"blood"	6	"KK"	"7O3"	4.47115847492806	"M"	-0.626352303170366
5.02	"blood"	4	"KK"	"8U4"	0.685792774545068	"F"	-0.061331017781739
7.56	"blood"	12	"KK"	"4D8"	0.38506901500156	"F"	0.619815498296784
10.66	"blood"	13	"KK"	"8B3"	0.145772501205363	"M"	0.222809864350749
4.62	"blood"	5	"KK"	"7Q3"	0.797745493537893	"F"	-1.04483492559172
5.68	"blood"	5	"KK"	"5Q7"	0.324470572847548	"F"	0.015165074408278
4.66	"blood"	7	"HH"	"5J6"	0.686795503214233	"F"	-1.83233882405313
6.28	"blood"	8	"HH"	"6H6"	1.10906696467963	"F"	-0.434409910678962
4.76	"blood"	4	"HH"	"3P7"	-1.27122333754612	"F"	-0.321331017781739
4.64	"blood"	3	"HH"	"6R9"	-1.59544797772862	"M"	0.680248516197127
3.96	"blood"	3	"HH"	"2R4"	-2.13446476154156	"M"	0.000248516197127361
6.34	"blood"	7	"HH"	"4J3"	0.27171601939674	"F"	-0.152338824053127
10.66	"blood"	14	"HH"	"60T"	-1.77333828759294	"M"	0.402354804092108
4.94	"blood"	4	"HH"	"9P5"	0.189406672642502	"F"	-0.141331017781738
5.42	"blood"	4	"HH"	"9P6"	-3.28727715624075	"M"	-0.624811344910566
7.96	"blood"	6	"HH"	"4L8"	-0.432396672706068	"F"	1.81241589654458
9.26	"blood"	12	"HH"	"49Z"	0.0204101284115747	"M"	-1.2878051955789
9.7	"blood"	6	"HH"	"8L6"	0.459686733080182	"M"	0.713647696829634
5.66	"blood"	6	"HH"	"7L0"	-1.08040067349093	"F"	-0.487584103455416
7.14	"blood"	7	"KK"	"6M7"	1.35202275174284	"F"	0.647661175946872
6.52	"blood"	6	"KK"	"0Q5"	-0.389807403220215	"F"	0.372415896544583
7.44	"blood"	11	"KK"	"2F2"	0.551758740574896	"F"	0.510994023799221
9.5	"blood"	12	"KK"	"8C9"	1.07122857977311	"M"	-1.0478051955789
6.44	"blood"	5	"KK"	"4R7"	0.868092848178116	"M"	-1.3615689337354
3.88	"blood"	3	"HH"	"3Q5"	-2.58343319294071	"M"	-0.0797514838028727
6.16	"blood"	11	"KK"	"4F1"	0.561635995041072	"F"	-0.769005976200779
5.18	"blood"	4	"KK"	"2T5"	0.79174775600977	"F"	0.0986689822182611
11.3	"blood"	10	"KK"	"8H2"	0.653467015432203	"M"	0.777142826746518
7.92	"blood"	7	"HH"	"0K1"	0.748151010929116	"M"	-1.77401080681196
8.46	"blood"	12	"HH"	"3A9"	0.333129756390201	"F"	1.51981549829678
5.98	"spleen"	20	"HH"	"22H"	12.1197724781879	"F"	-0.800698580636572
8.14	"spleen"	6	"HH"	"3L5"	-2.5608430173709	"M"	-0.846352303170365
6.72	"spleen"	5	"HH"	"4N5"	0.343431374570287	"F"	1.05516507440828
7.38	"spleen"	10	"HH"	"2E9"	-1.66434544729717	"F"	0.475704974194769
9.7	"spleen"	6	"HH"	"8L6"	1.45627862866602	"M"	0.713647696829634
11.4	"spleen"	7	"HH"	"4J0"	0.78312976154674	"M"	1.70598919318804
4.91	"spleen"	4	"HH"	"9O0"	-0.0689736465551895	"M"	-1.13481134491057
6.4	"spleen"	4	"HH"	"3P2"	-0.0563444850842101	"M"	0.355188655089434
7.16	"spleen"	14	"HH"	"94S"	-1.38442194529508	"F"	0.221757207121747
7.62	"spleen"	12	"HH"	"65Z"	-0.339387849015146	"F"	0.679815498296784
7.18	"spleen"	15	"HH"	"55R"	-2.54913689816143	"F"	0.253692136091594
4.28	"spleen"	3	"HH"	"2Q0"	-0.364366549847644	"F"	-0.167449744998611
10.62	"spleen"	12	"HH"	"3A6"	-2.38194251992097	"M"	0.072194804421104
5.18	"spleen"	7	"HH"	"9I5"	1.90709552788532	"F"	-1.31233882405313
6.32	"spleen"	9	"HH"	"8E2"	1.05144681275022	"F"	-0.522245824280477
6.36	"spleen"	7	"HH"	"4J6"	-0.0768540244552143	"F"	-0.132338824053127
4.64	"spleen"	3	"HH"	"6R9"	-1.77971880577587	"M"	0.680248516197127
8.46	"spleen"	12	"HH"	"3A9"	0.312439378263289	"F"	1.51981549829678
12.2	"spleen"	9	"KK"	"5J3"	-3.40343032041592	"M"	1.83240016037635
5.18	"omental fat"	4	"KK"	"2T5"	-1.44415902749379	"F"	0.0986689822182611
9.06	"omental fat"	8	"KK"	"8L3"	-1.95889462998265	"F"	2.34559008932104
7.5	"omental fat"	8	"KK"	"6L1"	1.16832649183516	"F"	0.785590089321038
5.5	"omental fat"	4	"KK"	"4T4"	-0.677390934724631	"F"	0.418668982218261
5	"omental fat"	4	"KK"	"5S3"	-0.944022178986719	"M"	-1.04481134491057
11.14	"omental fat"	8	"KK"	"5L3"	0.250910049504588	"M"	1.03597587656745
6.02	"omental fat"	4	"KK"	"6S2"	-2.08267462574235	"M"	-0.0248113449105665
8.36	"omental fat"	6	"KK"	"7O3"	0.15263720265066	"M"	-0.626352303170366
7.62	"omental fat"	11	"KK"	"3F5"	2.17834532644386	"F"	0.690994023799221
7.44	"omental fat"	11	"KK"	"2F2"	3.52839597939851	"F"	0.510994023799221
7.74	"omental fat"	15	"KK"	"49V"	0.881668007698479	"F"	0.813692136091595
7.5	"omental fat"	11	"KK"	"3F7"	1.32021399324667	"F"	0.570994023799221
8.92	"omental fat"	20	"KK"	"56K"	-0.826850941702097	"M"	0.635712880092572
10.72	"omental fat"	7	"KK"	"2M4"	1.24450656966812	"M"	1.02598919318804
9.36	"omental fat"	14	"KK"	"73Z"	-1.63512026317239	"M"	-0.897645195907893
6.16	"omental fat"	9	"KK"	"9I8"	3.75083792810454	"F"	-0.682245824280478
9.16	"omental fat"	7	"KK"	"1M8"	2.59098145082021	"M"	-0.534010806811963
10.52	"omental fat"	17	"KK"	"31S"	-0.944769417422324	"M"	1.1160976453126
5.68	"omental fat"	4	"KK"	"1T7"	-0.0941949771412735	"F"	0.598668982218261
10.16	"omental fat"	9	"KK"	"5I5"	1.8015514261467	"M"	-0.20759983962365
5.04	"omental fat"	4	"KK"	"1T5"	-0.739399909615734	"M"	-1.00481134491057
5.9	"omental fat"	17	"KK"	"60R"	-0.313681039075293	"F"	-0.983473120247861
6.9	"omental fat"	4	"KK"	"8T5"	0.292931372821053	"M"	0.855188655089434
5.1	"omental fat"	4	"KK"	"7S5"	-0.588164214173305	"M"	-0.944811344910566
8.62	"omental fat"	5	"KK"	"1S8"	0.542840970284955	"M"	0.818431066264604
10.76	"omental fat"	6	"KK"	"1P5"	-0.4178757837298	"M"	1.77364769682963
