"body_weight_kg"	"tissue"	"chronological_age"	"group"	"monkey_id"	"Residual_adult"	"individual_sex"	"bw_adj"
6.32	"omental fat"	6	"KK"	"2O7"	0.44748398572815	"F"	0.172415896544584
11.3	"omental fat"	10	"KK"	"8H2"	1.07019959859191	"M"	0.777142826746518
6.06	"omental fat"	5	"KK"	"4R4"	1.29070783706693	"F"	0.395165074408278
6.4	"omental fat"	5	"KK"	"2R9"	-0.621549646298513	"F"	0.735165074408279
6.56	"omental fat"	5	"KK"	"1R1"	-0.601660314998518	"F"	0.895165074408278
6.08	"omental fat"	4	"KK"	"5S1"	-1.82190059662365	"M"	0.035188655089434
5.48	"omental fat"	4	"KK"	"1T9"	-0.6457258248979	"F"	0.398668982218262
6.6	"omental fat"	13	"KK"	"1C5"	1.80055372497873	"F"	-0.343065889702782
7.6	"omental fat"	5	"KK"	"3Q9"	2.21645553254178	"M"	-0.201568933735396
6.24	"omental fat"	6	"KK"	"4P6"	-0.00766504432011075	"F"	0.0924158965445838
6.92	"omental fat"	6	"KK"	"6O7"	-1.0117941712782	"F"	0.772415896544583
4.98	"omental fat"	4	"KK"	"2T2"	0.022046115370607	"M"	-1.06481134491057
4.98	"omental fat"	4	"KK"	"0T8"	0.938416116415759	"F"	-0.101331017781738
8.52	"omental fat"	6	"KK"	"3O7"	1.00195256172769	"M"	-0.466352303170366
6	"omental fat"	5	"KK"	"9Q5"	0.0302713442986732	"F"	0.335165074408278
4.66	"omental fat"	4	"KK"	"6U6"	-1.22876667730491	"F"	-0.421331017781738
5.08	"omental fat"	6	"KK"	"1O9"	-1.72696783677699	"F"	-1.06758410345542
5.68	"omental fat"	5	"KK"	"3R9"	-2.4328211586707	"F"	0.015165074408278
7.68	"omental fat"	9	"KK"	"7I8"	2.54092281567796	"F"	0.837754175719522
9.28	"omental fat"	8	"KK"	"2K0"	1.97147482351471	"M"	-0.82402412343255
8.94	"omental fat"	6	"KK"	"3O3"	1.0746342443438	"M"	-0.0463523031703656
5.74	"omental fat"	8	"KK"	"1L1"	0.692690107758206	"F"	-0.974409910678962
11.72	"omental fat"	12	"KK"	"3E4"	1.8357163519034	"M"	1.17219480442111
6.78	"omental fat"	15	"KK"	"51V"	-1.97181911405109	"F"	-0.146307863908405
7.48	"omental fat"	8	"KK"	"9L9"	2.0658374493492	"F"	0.765590089321038
9.46	"omental fat"	7	"KK"	"3M3"	1.48826335869274	"M"	-0.234010806811962
6.4	"omental fat"	6	"KK"	"8O9"	0.714939511174865	"F"	0.252415896544584
4.64	"omental fat"	4	"KK"	"3T1"	1.38470695906199	"M"	-1.40481134491057
7.32	"omental fat"	11	"KK"	"7F0"	0.766294361666956	"F"	0.390994023799221
6.42	"omental fat"	15	"KK"	"37V"	-1.67933648402601	"F"	-0.506307863908405
5.1	"omental fat"	5	"KK"	"4Q4"	-0.329737567655392	"F"	-0.564834925591722
5.4	"omental fat"	4	"KK"	"4T2"	-2.63273373235195	"M"	-0.644811344910566
5.32	"omental fat"	5	"KK"	"3Q3"	0.617099806208846	"F"	-0.344834925591722
6.52	"omental fat"	6	"KK"	"0Q5"	-0.998146197072768	"F"	0.372415896544583
7.14	"omental fat"	7	"KK"	"6M7"	0.506674635807914	"F"	0.647661175946872
5.02	"omental fat"	4	"KK"	"8U4"	0.0789719551282822	"F"	-0.061331017781739
3.62	"omental fat"	4	"KK"	"3T9"	0.0305637054212927	"F"	-1.46133101778174
9.62	"omental fat"	16	"KK"	"42T"	-0.564436160913851	"M"	-0.111154179739578
7.1	"omental fat"	18	"KK"	"93O"	-2.43911071913317	"F"	0.246241389085281
7.12	"omental fat"	13	"KK"	"2C4"	2.97297292313287	"F"	0.176934110297218
6.02	"omental fat"	12	"KK"	"6D4"	1.55566917842455	"F"	-0.920184501703217
8.1	"omental fat"	12	"KK"	"6D6"	0.480564754145939	"F"	1.15981549829678
10.22	"omental fat"	14	"KK"	"46Z"	1.22249177662104	"M"	-0.0376451959078919
6.26	"omental fat"	7	"KK"	"4M9"	4.29391473152916	"F"	-0.232338824053127
6.44	"omental fat"	5	"KK"	"4R7"	-0.00457754534207974	"M"	-1.3615689337354
8.7	"heart"	17	"HH"	"41N"	-3.39329220262624	"M"	-0.703902354687399
4.28	"heart"	3	"HH"	"2Q0"	1.16764161383657	"F"	-0.167449744998611
5.18	"heart"	7	"HH"	"9I5"	0.244418488214149	"F"	-1.31233882405313
9.3	"heart"	8	"HH"	"1G8"	-0.927883562351261	"M"	-0.804024123432549
9.88	"heart"	6	"HH"	"3L6"	0.929951620256426	"M"	0.893647696829636
5.94	"heart"	7	"HH"	"9I7"	1.22861269364639	"F"	-0.552338824053127
6.1	"heart"	7	"HH"	"4I9"	-0.263963373870845	"F"	-0.392338824053127
10.66	"heart"	14	"HH"	"60T"	2.59360316447441	"M"	0.402354804092108
9.7	"heart"	6	"HH"	"8L6"	1.11053487472763	"M"	0.713647696829634
5.76	"heart"	16	"HH"	"50P"	-0.0963262835199729	"M"	-3.97115417973958
5.42	"heart"	4	"HH"	"9P6"	2.11909405697553	"M"	-0.624811344910566
5.54	"heart"	3	"HH"	"2S6"	-1.9862046402759	"M"	1.58024851619713
5.24	"heart"	6	"HH"	"8K7"	-1.29186636916724	"F"	-0.907584103455416
4	"heart"	3	"HH"	"4S3"	-0.487016708616776	"F"	-0.447449744998611
3.6	"heart"	3	"HH"	"4S0"	-0.0444165077053725	"F"	-0.847449744998611
4.64	"heart"	3	"HH"	"3R1"	-1.57225826616995	"M"	0.680248516197127
8.32	"heart"	8	"HH"	"5H7"	2.71971071800707	"M"	-1.78402412343255
10.2	"heart"	10	"HH"	"9C6"	0.853302310100003	"M"	-0.322857173253484
5.26	"heart"	4	"HH"	"1Q8"	-2.05030595877989	"M"	-0.784811344910566
6.08	"heart"	11	"HH"	"6B4"	-0.189055868379174	"F"	-0.849005976200779
6.3	"heart"	9	"HH"	"7E0"	-1.79799637069122	"F"	-0.542245824280478
5.84	"heart"	12	"HH"	"0B9"	-1.12787014660035	"F"	-1.10018450170322
5.48	"heart"	11	"HH"	"5B6"	-2.02701837881701	"F"	-1.44900597620078
4.66	"heart"	7	"HH"	"5J6"	1.07021307236458	"F"	-1.83233882405313
4.8	"heart"	3	"HH"	"3R7"	-1.47328085875267	"M"	0.840248516197127
4.64	"heart"	3	"HH"	"6R9"	-2.31112020431139	"M"	0.680248516197127
6.28	"heart"	8	"HH"	"6H6"	-1.70031051455278	"F"	-0.434409910678962
8.46	"heart"	12	"HH"	"3A9"	1.15162424277653	"F"	1.51981549829678
6.74	"heart"	15	"HH"	"16S"	2.93275422463607	"F"	-0.186307863908405
6.86	"heart"	14	"HH"	"80S"	-0.302255632560989	"F"	-0.0782427928782523
4.76	"heart"	4	"HH"	"3P7"	-1.13573115390068	"F"	-0.321331017781739
12.2	"heart"	9	"KK"	"5J3"	0.337598400480447	"M"	1.83240016037635
10.14	"heart"	14	"KK"	"98Z"	1.02382083854834	"M"	-0.117645195907892
5	"heart"	4	"KK"	"5S3"	-3.97929204577931	"M"	-1.04481134491057
11.14	"heart"	8	"KK"	"5L3"	2.43278491964051	"M"	1.03597587656745
6.02	"heart"	4	"KK"	"6S2"	-0.485605269546562	"M"	-0.0248113449105665
8.36	"heart"	6	"KK"	"7O3"	0.513578361591343	"M"	-0.626352303170366
8.92	"heart"	20	"KK"	"56K"	-1.85708803712469	"M"	0.635712880092572
10.72	"heart"	7	"KK"	"2M4"	-1.07053729398386	"M"	1.02598919318804
9.36	"heart"	14	"KK"	"73Z"	-2.64492275642935	"M"	-0.897645195907893
9.16	"heart"	7	"KK"	"1M8"	0.389462046159464	"M"	-0.534010806811963
10.52	"heart"	17	"KK"	"31S"	1.68156388317109	"M"	1.1160976453126
10.16	"heart"	9	"KK"	"5I5"	0.763595278480338	"M"	-0.20759983962365
5.04	"heart"	4	"KK"	"1T5"	-1.35144702975837	"M"	-1.00481134491057
6.9	"heart"	4	"KK"	"8T5"	-0.0753574835618983	"M"	0.855188655089434
5.1	"heart"	4	"KK"	"7S5"	-2.36629542695331	"M"	-0.944811344910566
8.62	"heart"	5	"KK"	"1S8"	1.59303079427686	"M"	0.818431066264604
10.76	"heart"	6	"KK"	"1P5"	0.92560781531048	"M"	1.77364769682963
11.3	"heart"	10	"KK"	"8H2"	5.96878213470195	"M"	0.777142826746518
6.08	"heart"	4	"KK"	"5S1"	-0.154991741605624	"M"	0.035188655089434
4.98	"heart"	4	"KK"	"2T2"	-2.06837845130375	"M"	-1.06481134491057
8.52	"heart"	6	"KK"	"3O7"	0.509248480075382	"M"	-0.466352303170366
10.72	"heart"	8	"KK"	"6L3"	-0.00680535025441169	"M"	0.615975876567451
12.76	"heart"	8	"KK"	"0L5"	1.32645290095785	"M"	2.65597587656745
9.28	"heart"	8	"KK"	"2K0"	-0.776054680206166	"M"	-0.82402412343255
8.94	"heart"	6	"KK"	"3O3"	3.52470493255976	"M"	-0.0463523031703656
11.72	"heart"	12	"KK"	"3E4"	-0.228090978094977	"M"	1.17219480442111
10.54	"heart"	8	"KK"	"5K0"	1.16146240043935	"M"	0.43597587656745
9.46	"heart"	7	"KK"	"3M3"	-1.78493254660592	"M"	-0.234010806811962
4.64	"heart"	4	"KK"	"3T1"	-1.76744382964161	"M"	-1.40481134491057
5.4	"heart"	4	"KK"	"4T2"	-2.90986813044212	"M"	-0.644811344910566
9.62	"heart"	16	"KK"	"42T"	1.40825956306814	"M"	-0.111154179739578
10.22	"heart"	14	"KK"	"46Z"	-2.03974871540761	"M"	-0.0376451959078919
6.44	"heart"	5	"KK"	"4R7"	-1.218950083768	"M"	-1.3615689337354
6.14	"heart"	4	"KK"	"8S7"	-2.71329894372846	"M"	0.0951886550894337
6.92	"heart"	5	"KK"	"4R3"	-2.45942441633045	"M"	-0.881568933735395
9.06	"heart"	8	"KK"	"8L3"	1.47317835121519	"F"	2.34559008932104
6.4	"heart"	6	"KK"	"8O9"	-0.94159554058698	"F"	0.252415896544584
7.36	"heart"	20	"KK"	"76J"	0.387144419820618	"F"	0.579301419363428
6.4	"heart"	5	"KK"	"2R9"	-1.93440902207227	"F"	0.735165074408279
6.16	"heart"	9	"KK"	"9I8"	-0.478424405115958	"F"	-0.682245824280478
6.94	"heart"	9	"KK"	"8I9"	1.02856193974058	"F"	0.0977541757195228
7.1	"heart"	18	"KK"	"93O"	-3.05580701347383	"F"	0.246241389085281
6.14	"heart"	6	"KK"	"1P4"	-0.651172432708332	"F"	-0.0075841034554167
6.02	"heart"	12	"KK"	"6D4"	-1.0499422780586	"F"	-0.920184501703217
7.12	"heart"	13	"KK"	"2C4"	2.54376121421792	"F"	0.176934110297218
8.1	"heart"	12	"KK"	"6D6"	0.357541442318982	"F"	1.15981549829678
6.16	"heart"	11	"KK"	"4F1"	-1.69480924106924	"F"	-0.769005976200779
6.26	"heart"	7	"KK"	"4M9"	0.605023626172489	"F"	-0.232338824053127
6.78	"heart"	15	"KK"	"51V"	-1.93583446797419	"F"	-0.146307863908405
10.28	"heart"	16	"HH"	"94O"	-3.08476724393041	"M"	0.548845820260422
5.84	"heart"	5	"HH"	"3N4"	3.09064885017062	"F"	0.175165074408278
3.85	"heart"	3	"HH"	"2Q2"	2.16664034656998	"F"	-0.597449744998611
3.88	"heart"	3	"HH"	"3Q5"	-1.32508696382175	"M"	-0.0797514838028727
5.66	"heart"	6	"HH"	"7L0"	5.30168210669836	"F"	-0.487584103455416
5.1	"heart"	3	"HH"	"6R4"	-0.0256860011928529	"F"	0.652550255001388
7.38	"heart"	5	"HH"	"4N7"	1.7306203351529	"M"	-0.421568933735395
7.92	"heart"	7	"HH"	"0K1"	0.810599180905637	"M"	-1.77401080681196
13.02	"heart"	7	"HH"	"6I4"	2.72632583735248	"M"	3.32598919318804
6.88	"heart"	5	"HH"	"5N1"	-2.6053122095656	"F"	1.21516507440828
12.86	"heart"	16	"HH"	"91O"	-1.12622753246389	"M"	3.12884582026042
5.74	"heart"	5	"HH"	"9N0"	-1.51958987496953	"F"	0.0751650744082784
6.96	"heart"	11	"HH"	"2C0"	2.05237743249931	"F"	0.0309940237992208
5.98	"heart"	20	"HH"	"22H"	-6.07310036130842	"F"	-0.800698580636572
11.4	"heart"	7	"HH"	"4J0"	4.13667448180457	"M"	1.70598919318804
8.14	"heart"	6	"HH"	"3L5"	3.02672612827274	"M"	-0.846352303170365
6.4	"heart"	4	"HH"	"3P2"	0.191274683063882	"M"	0.355188655089434
7.16	"heart"	14	"HH"	"94S"	0.907328202883454	"F"	0.221757207121747
7.62	"heart"	12	"HH"	"65Z"	0.995405694118859	"F"	0.679815498296784
7.18	"heart"	15	"HH"	"55R"	-2.47668865216255	"F"	0.253692136091594
10.62	"heart"	12	"HH"	"3A6"	0.384331430458239	"M"	0.072194804421104
4.4	"heart"	3	"HH"	"1R2"	-2.37528346442119	"M"	0.440248516197128
4.24	"heart"	3	"HH"	"4Q6"	-0.395115102605011	"F"	-0.207449744998611
4.38	"heart"	3	"HH"	"5R9"	-1.74290590902495	"M"	0.420248516197127
9.74	"heart"	17	"HH"	"43N"	1.43217553320489	"M"	0.336097645312601
6.74	"heart"	13	"HH"	"48V"	1.02647855741623	"F"	-0.203065889702782
6.36	"heart"	7	"HH"	"4J6"	0.321752497951936	"F"	-0.132338824053127
6.32	"heart"	9	"HH"	"8E2"	1.29017965188336	"F"	-0.522245824280477
3.96	"heart"	3	"HH"	"2R4"	1.46928348489523	"M"	0.000248516197127361
4.62	"heart"	5	"KK"	"7Q3"	-1.28613588056337	"F"	-1.04483492559172
6.64	"heart"	4	"KK"	"8T4"	1.67942158129201	"F"	1.55866898221826
9.3	"kidney"	8	"HH"	"1G8"	0.430489122855135	"M"	-0.804024123432549
9.88	"kidney"	6	"HH"	"3L6"	-2.26696658723886	"M"	0.893647696829636
5.94	"kidney"	7	"HH"	"9I7"	1.27449855631479	"F"	-0.552338824053127
10.28	"kidney"	16	"HH"	"94O"	0.582482055825256	"M"	0.548845820260422
5.84	"kidney"	5	"HH"	"3N4"	2.78360392145979	"F"	0.175165074408278
3.85	"kidney"	3	"HH"	"2Q2"	-2.70584888955338	"F"	-0.597449744998611
3.88	"kidney"	3	"HH"	"3Q5"	-1.73845567498854	"M"	-0.0797514838028727
5.66	"kidney"	6	"HH"	"7L0"	-2.55556743898916	"F"	-0.487584103455416
7.38	"kidney"	5	"HH"	"4N7"	-0.235404280022121	"M"	-0.421568933735395
7.92	"kidney"	7	"HH"	"0K1"	-2.24942187807329	"M"	-1.77401080681196
13.02	"kidney"	7	"HH"	"6I4"	0.762707919751457	"M"	3.32598919318804
6.88	"kidney"	5	"HH"	"5N1"	1.26459361924457	"F"	1.21516507440828
12.86	"kidney"	16	"HH"	"91O"	0.691173351681214	"M"	3.12884582026042
5.74	"kidney"	5	"HH"	"9N0"	-0.485710037241474	"F"	0.0751650744082784
6.96	"kidney"	11	"HH"	"2C0"	2.06987917213321	"F"	0.0309940237992208
9.7	"kidney"	6	"HH"	"8L6"	6.13629486923689	"M"	0.713647696829634
5.98	"kidney"	20	"HH"	"22H"	-1.92529487040794	"F"	-0.800698580636572
11.4	"kidney"	7	"HH"	"4J0"	0.720163633411227	"M"	1.70598919318804
8.14	"kidney"	6	"HH"	"3L5"	1.02051608209382	"M"	-0.846352303170365
4.91	"kidney"	4	"HH"	"9O0"	0.68485795120173	"M"	-1.13481134491057
6.4	"kidney"	4	"HH"	"3P2"	-0.608388367755236	"M"	0.355188655089434
6.72	"kidney"	5	"HH"	"4N5"	2.91019696786484	"F"	1.05516507440828
7.38	"kidney"	10	"HH"	"2E9"	-0.438020734485266	"F"	0.475704974194769
7.16	"kidney"	14	"HH"	"94S"	-1.50827343268595	"F"	0.221757207121747
7.62	"kidney"	12	"HH"	"65Z"	0.628474857476531	"F"	0.679815498296784
7.18	"kidney"	15	"HH"	"55R"	0.643584039319858	"F"	0.253692136091594
8.7	"kidney"	17	"HH"	"41N"	-2.33698762222739	"M"	-0.703902354687399
4.28	"kidney"	3	"HH"	"2Q0"	0.006967989422697	"F"	-0.167449744998611
10.62	"kidney"	12	"HH"	"3A6"	-0.7667431056315	"M"	0.072194804421104
5.18	"kidney"	7	"HH"	"9I5"	-1.16465466422162	"F"	-1.31233882405313
4.4	"kidney"	3	"HH"	"1R2"	-1.2364304672021	"M"	0.440248516197128
5.76	"kidney"	16	"HH"	"50P"	-1.02964585399535	"M"	-3.97115417973958
4.24	"kidney"	3	"HH"	"4Q6"	0.330072808683442	"F"	-0.207449744998611
7.96	"kidney"	6	"HH"	"4L8"	2.37444851409571	"F"	1.81241589654458
9.74	"kidney"	17	"HH"	"43N"	-0.107935359467684	"M"	0.336097645312601
6.74	"kidney"	13	"HH"	"48V"	-1.34100893518745	"F"	-0.203065889702782
6.36	"kidney"	7	"HH"	"4J6"	1.69872436441184	"F"	-0.132338824053127
6.32	"kidney"	9	"HH"	"8E2"	2.04735807261142	"F"	-0.522245824280477
3.96	"kidney"	3	"HH"	"2R4"	-2.43168108056767	"M"	0.000248516197127361
5.54	"kidney"	3	"HH"	"2S6"	-1.38027937402867	"M"	1.58024851619713
4.94	"kidney"	4	"HH"	"9P5"	-2.07844169958488	"F"	-0.141331017781738
6.66	"kidney"	14	"HH"	"77S"	-1.82706187135787	"F"	-0.278242792878253
5.24	"kidney"	6	"HH"	"8K7"	0.737397639638432	"F"	-0.907584103455416
4.52	"kidney"	4	"HH"	"5P6"	-2.65819339959995	"F"	-0.561331017781739
9.26	"kidney"	12	"HH"	"49Z"	1.40008279481349	"M"	-1.2878051955789
9.6	"kidney"	5	"HH"	"4N8"	0.546916150503686	"M"	1.7984310662646
4	"kidney"	3	"HH"	"4S3"	-0.422759641305729	"F"	-0.447449744998611
3.6	"kidney"	3	"HH"	"4S0"	-0.0143253879198782	"F"	-0.847449744998611
5.26	"kidney"	4	"HH"	"1Q8"	-1.76838834881282	"M"	-0.784811344910566
4.64	"kidney"	3	"HH"	"3R1"	-1.25817394891299	"M"	0.680248516197127
8.32	"kidney"	8	"HH"	"5H7"	0.32426491687316	"M"	-1.78402412343255
10.2	"kidney"	10	"HH"	"9C6"	0.417760778179007	"M"	-0.322857173253484
6.3	"kidney"	9	"HH"	"7E0"	1.33747035882986	"F"	-0.542245824280478
5.84	"kidney"	12	"HH"	"0B9"	1.57206311717785	"F"	-1.10018450170322
5.48	"kidney"	11	"HH"	"5B6"	1.52366837800321	"F"	-1.44900597620078
4.66	"kidney"	7	"HH"	"5J6"	3.10080505178939	"F"	-1.83233882405313
4.8	"kidney"	3	"HH"	"3R7"	-2.02606336143754	"M"	0.840248516197127
4.64	"kidney"	3	"HH"	"6R9"	-2.7162448589538	"M"	0.680248516197127
6.7	"kidney"	16	"HH"	"36O"	-0.0276949209000601	"F"	-0.207853755472015
6.28	"kidney"	8	"HH"	"6H6"	-1.00903579844037	"F"	-0.434409910678962
8.46	"kidney"	12	"HH"	"3A9"	0.188221323526562	"F"	1.51981549829678
6.86	"kidney"	14	"HH"	"80S"	-1.15636026969338	"F"	-0.0782427928782523
4.76	"kidney"	4	"HH"	"3P7"	-1.17609930112872	"F"	-0.321331017781739
12.2	"kidney"	9	"KK"	"5J3"	-0.738747177663893	"M"	1.83240016037635
5.52	"kidney"	4	"KK"	"7T0"	0.23431355125729	"F"	0.438668982218261
10.14	"kidney"	14	"KK"	"98Z"	-0.767039922641912	"M"	-0.117645195907892
6.94	"kidney"	9	"KK"	"8I9"	0.268322525390103	"F"	0.0977541757195228
7.56	"kidney"	12	"KK"	"4D8"	1.4602499173371	"F"	0.619815498296784
6.16	"kidney"	11	"KK"	"4F1"	-0.185494495373642	"F"	-0.769005976200779
9.06	"kidney"	8	"KK"	"8L3"	3.771944137991	"F"	2.34559008932104
7.5	"kidney"	8	"KK"	"6L1"	2.72461677204439	"F"	0.785590089321038
5	"kidney"	4	"KK"	"5S3"	-2.07261158277798	"M"	-1.04481134491057
11.14	"kidney"	8	"KK"	"5L3"	0.333671311205787	"M"	1.03597587656745
6.02	"kidney"	4	"KK"	"6S2"	-0.745689682578303	"M"	-0.0248113449105665
8.36	"kidney"	6	"KK"	"7O3"	-0.531033212353387	"M"	-0.626352303170366
7.62	"kidney"	11	"KK"	"3F5"	-0.126325099192543	"F"	0.690994023799221
7.44	"kidney"	11	"KK"	"2F2"	0.558911931196196	"F"	0.510994023799221
10.72	"kidney"	7	"KK"	"2M4"	-1.48200486780521	"M"	1.02598919318804
6.16	"kidney"	9	"KK"	"9I8"	0.971397702524623	"F"	-0.682245824280478
10.52	"kidney"	17	"KK"	"31S"	-0.892837183740083	"M"	1.1160976453126
10.16	"kidney"	9	"KK"	"5I5"	2.03704584942578	"M"	-0.20759983962365
5.04	"kidney"	4	"KK"	"1T5"	-1.88053137446903	"M"	-1.00481134491057
5.9	"kidney"	17	"KK"	"60R"	-3.39989092155124	"F"	-0.983473120247861
9.16	"kidney"	7	"KK"	"1M8"	1.63346571363894	"M"	-0.534010806811963
5.1	"kidney"	4	"KK"	"7S5"	-1.26783908914458	"M"	-0.944811344910566
8.62	"kidney"	5	"KK"	"1S8"	-1.89120608599463	"M"	0.818431066264604
10.76	"kidney"	6	"KK"	"1P5"	-1.12003851826181	"M"	1.77364769682963
6.32	"kidney"	6	"KK"	"2O7"	0.948895075075743	"F"	0.172415896544584
11.3	"kidney"	10	"KK"	"8H2"	1.51480204746023	"M"	0.777142826746518
6.06	"kidney"	5	"KK"	"4R4"	0.741836189725633	"F"	0.395165074408278
6.4	"kidney"	5	"KK"	"2R9"	0.0548171842711861	"F"	0.735165074408279
6.56	"kidney"	5	"KK"	"1R1"	-1.61710770243643	"F"	0.895165074408278
6.08	"kidney"	4	"KK"	"5S1"	-2.09639808110205	"M"	0.035188655089434
5.48	"kidney"	4	"KK"	"1T9"	0.0385780113635174	"F"	0.398668982218262
6.6	"kidney"	13	"KK"	"1C5"	0.325544620871822	"F"	-0.343065889702782
7.6	"kidney"	5	"KK"	"3Q9"	-0.484221017470491	"M"	-0.201568933735396
6.24	"kidney"	6	"KK"	"4P6"	2.43483834749918	"F"	0.0924158965445838
4.98	"kidney"	4	"KK"	"2T2"	-2.10479632021344	"M"	-1.06481134491057
4.98	"kidney"	4	"KK"	"0T8"	1.13221439537224	"F"	-0.101331017781738
8.52	"kidney"	6	"KK"	"3O7"	1.42057059029521	"M"	-0.466352303170366
6	"kidney"	5	"KK"	"9Q5"	0.0594478756145133	"F"	0.335165074408278
6.24	"kidney"	8	"KK"	"6K6"	0.687739994628354	"F"	-0.474409910678962
12.76	"kidney"	8	"KK"	"0L5"	1.48755767413812	"M"	2.65597587656745
5.08	"kidney"	6	"KK"	"1O9"	-1.91535664609896	"F"	-1.06758410345542
5.68	"kidney"	5	"KK"	"3R9"	-1.6753726178285	"F"	0.015165074408278
7.68	"kidney"	9	"KK"	"7I8"	2.01365542227107	"F"	0.837754175719522
9.28	"kidney"	8	"KK"	"2K0"	-0.898532054423449	"M"	-0.82402412343255
8.94	"kidney"	6	"KK"	"3O3"	0.747546976658893	"M"	-0.0463523031703656
5.74	"kidney"	8	"KK"	"1L1"	-1.0886178909311	"F"	-0.974409910678962
11.72	"kidney"	12	"KK"	"3E4"	-2.31655213574463	"M"	1.17219480442111
10.54	"kidney"	8	"KK"	"5K0"	-1.99202170619535	"M"	0.43597587656745
6.78	"kidney"	15	"KK"	"51V"	-1.35948561473249	"F"	-0.146307863908405
7.48	"kidney"	8	"KK"	"9L9"	3.70714798560258	"F"	0.765590089321038
9.46	"kidney"	7	"KK"	"3M3"	1.14046758982331	"M"	-0.234010806811962
6.4	"kidney"	6	"KK"	"8O9"	0.320907423845906	"F"	0.252415896544584
4.64	"kidney"	4	"KK"	"3T1"	-2.29685515113956	"M"	-1.40481134491057
7.32	"kidney"	11	"KK"	"7F0"	3.06221352469162	"F"	0.390994023799221
6.42	"kidney"	15	"KK"	"37V"	-0.231056774805363	"F"	-0.506307863908405
5.1	"kidney"	5	"KK"	"4Q4"	-0.058591832169283	"F"	-0.564834925591722
5.4	"kidney"	4	"KK"	"4T2"	-1.13569735407148	"M"	-0.644811344910566
6.52	"kidney"	6	"KK"	"0Q5"	1.27900116913119	"F"	0.372415896544583
7.14	"kidney"	7	"KK"	"6M7"	-0.663040144095368	"F"	0.647661175946872
5.02	"kidney"	4	"KK"	"8U4"	-0.570502866696155	"F"	-0.061331017781739
3.62	"kidney"	4	"KK"	"3T9"	-1.43602969244145	"F"	-1.46133101778174
9.62	"kidney"	16	"KK"	"42T"	-2.89390332178036	"M"	-0.111154179739578
7.12	"kidney"	13	"KK"	"2C4"	0.489963282582345	"F"	0.176934110297218
6.02	"kidney"	12	"KK"	"6D4"	-0.486177801887641	"F"	-0.920184501703217
8.1	"kidney"	12	"KK"	"6D6"	-0.0706720380759753	"F"	1.15981549829678
10.22	"kidney"	14	"KK"	"46Z"	2.25107763462827	"M"	-0.0376451959078919
6.62	"lung"	15	"HH"	"56R"	-1.01796745686585	"F"	-0.306307863908405
6.34	"lung"	7	"HH"	"4J3"	-2.16368804904813	"F"	-0.152338824053127
7.2	"lung"	9	"HH"	"7E3"	4.1927920264707	"F"	0.357754175719523
6.9	"lung"	4	"KK"	"8T5"	1.45852878148068	"M"	0.855188655089434
5.1	"lung"	4	"KK"	"7S5"	0.863903820349081	"M"	-0.944811344910566
8.62	"lung"	5	"KK"	"1S8"	0.698097111916128	"M"	0.818431066264604
10.76	"lung"	6	"KK"	"1P5"	3.2478829335622	"M"	1.77364769682963
11.3	"lung"	10	"KK"	"8H2"	-0.719865852669348	"M"	0.777142826746518
6.08	"lung"	4	"KK"	"5S1"	0.233603254908307	"M"	0.035188655089434
4.98	"lung"	4	"KK"	"2T2"	-0.467430305341067	"M"	-1.06481134491057
8.52	"lung"	6	"KK"	"3O7"	0.168967436436935	"M"	-0.466352303170366
10.72	"lung"	8	"KK"	"6L3"	-0.432640740834889	"M"	0.615975876567451
12.76	"lung"	8	"KK"	"0L5"	-0.102329545230738	"M"	2.65597587656745
9.28	"lung"	8	"KK"	"2K0"	2.08925373183492	"M"	-0.82402412343255
8.94	"lung"	6	"KK"	"3O3"	-0.344319454952518	"M"	-0.0463523031703656
11.72	"lung"	12	"KK"	"3E4"	0.628272426530908	"M"	1.17219480442111
10.54	"lung"	8	"KK"	"5K0"	2.40072286799108	"M"	0.43597587656745
9.46	"lung"	7	"KK"	"3M3"	3.11355033646237	"M"	-0.234010806811962
4.64	"lung"	4	"KK"	"3T1"	-1.88560396032853	"M"	-1.40481134491057
5.4	"lung"	4	"KK"	"4T2"	1.20165843294626	"M"	-0.644811344910566
9.62	"lung"	16	"KK"	"42T"	0.628260295987082	"M"	-0.111154179739578
10.22	"lung"	14	"KK"	"46Z"	2.62389758568464	"M"	-0.0376451959078919
6.44	"lung"	5	"KK"	"4R7"	0.407583847564011	"M"	-1.3615689337354
6.14	"lung"	4	"KK"	"8S7"	0.0962265412532946	"M"	0.0951886550894337
6.92	"lung"	5	"KK"	"4R3"	-0.871477316522746	"M"	-0.881568933735395
10.66	"lung"	13	"KK"	"8B3"	-0.795231955425482	"M"	0.222809864350749
9.44	"lung"	8	"KK"	"6L4"	2.05164325887096	"M"	-0.66402412343255
5.2	"lung"	4	"KK"	"6S7"	-2.16777131107185	"M"	-0.844811344910566
9.5	"lung"	12	"KK"	"8C9"	0.796900602937483	"M"	-1.0478051955789
9	"lung"	8	"KK"	"4L7"	1.15743481016993	"M"	-1.10402412343255
7.08	"lung"	4	"KK"	"8S9"	3.69892681075165	"M"	1.03518865508943
9.38	"lung"	11	"HH"	"4C6"	4.9977356868806	"M"	-1.19964325000943
7.62	"lung"	13	"HH"	"03Z"	-1.31682537981163	"F"	0.676934110297218
